Valeurs ajoutées (cvs) aux prix de l'année précédente chainés (base 2014 ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 (en millions de dhs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1980:1,1980:2,1980:3,1980:4,1981:1,1981:2,1981:3,1981:4,1982:1,1982:2,1982:3,1982:4,1983:1,1983:2,1983:3,1983:4,1984:1,1984:2,1984:3,1984:4,1985:1,1985:2,1985:3,1985:4,1986:1,1986:2,1986:3,1986:4,1987:1,1987:2,1987:3,1987:4,1988:1,1988:2,1988:3,1988:4,1989:1,1989:2,1989:3,1989:4,1990:1,1990:2,1990:3,1990:4,1991:1,1991:2,1991:3,1991:4,1992:1,1992:2,1992:3,1992:4,1993:1,1993:2,1993:3,1993:4,1994:1,1994:2,1994:3,1994:4,1995:1,1995:2,1995:3,1995:4,1996:1,1996:2,1996:3,1996:4,1997:1,1997:2,1997:3,1997:4,1998:1,1998:2,1998:3,1998:4,1999:1,1999:2,1999:3,1999:4,2000:1,2000:2,2000:3,2000:4,2001:1,2001:2,2001:3,2001:4,2002:1,2002;2,2002:3,2002:4,2003:1,2003:2,2003:3,2003:4,2004:1,2004:2,2004:3,2004:4,2005:1,2005:2,2005:3,2005:4,2006:1,2006:2,2006:3,2006:4,2007:1,2007:2,2007:3,2007:4,2008:1,2008:2,2008:3,2008:4,2009:1,2009:2,2009:3,2009:4,2010:1,2010:2,2010:3,2010:4,2011:1,2011:2,2011:3,2011:4,2012:1,2012:2,2012:3,2012:4,2013:1,2013:2,2013:3,2013:4,2014:1,2014:2,2014:3,2014:4,2015:1,2015:2,2015:3,2015:4,2016:1,2016:2,2016:3,2016:4,2017:1,2017:2,2017:3,2017:4,2018:1,2018:2,2018:3,2018:4,2019:1,2019:2,2019:3,2019:4,2020:1,2020:2,2020:3,2020:4,2021:1,2021:2,2021:3,2021:4,2022:1,2022:2,2022:3,2022:4,2023:1,2023:2,2023:3,2023:4,2024:1,2024:2,2024:3,2024:4,2025:1,2025:2,2025:3,2025:4,2026:1
"Agriculture, forêt et services annexes et pêche",7837.554411563039,8596.31282189067,8323.312754860974,8702.86702608156,6716.218669323693,5173.860794660726,6914.8468826237095,5689.73762350877,7871.848170372151,8971.563054594719,8193.35818744823,9126.38873219161,7526.468701249417,6944.272037929867,7896.131466317875,7216.1327548284935,8304.141637127623,7566.218058210123,8634.133067303332,7988.596161793375,8977.233527178027,9221.792101122168,9267.846541682586,9389.404265674419,11224.451924969582,13467.92908534115,11478.868971884516,13289.565774136072,10266.39952634343,8451.211534874617,10406.082786581579,8697.480200411901,11937.78518600183,13388.94687314218,12046.638694381889,13090.107811088923,13977.074251630178,13129.054554846178,13773.593084844351,12796.475431717048,12786.391995137534,12566.7518431715,12440.977108650332,12304.942061888278,14073.804673314273,17053.125533933755,13471.510101776958,16397.16890424701,11827.748855051066,8597.670270390507,10790.737548591656,8896.60465209947,11025.882714239659,7937.071813237641,10160.578389053084,8453.076342702198,13063.647318488172,17647.016137658895,12165.842441012965,17154.37848624449,11109.37580606905,6570.763557188507,10355.234374483118,7377.993274951802,13339.759968656906,17960.619023516287,12740.368536969432,17430.67250219613,13051.488450742077,10924.957801935365,12586.18859306208,10839.176536022595,15098.101434786755,15248.900855166985,14477.386926472695,15290.006507450418,13083.849097010292,12325.533117356399,12798.613348690622,12590.390270125208,11496.058259736259,10233.924141032003,11514.22169896607,10907.721726231894,13079.65897822505,13039.80488081861,13191.853690563335,13833.49648905852,14205.88979810406,13895.724947937757,13874.956742142538,14456.648398137668,15318.852873419277,19725.350374843663,17292.337709645384,16623.292291632082,16810.357282970122,19960.366767586365,17926.107014931684,17602.59005890811,15441.326099475238,15094.467599140558,16252.173863954513,16613.126908838924,18851.69248304601,19801.79055191797,18921.946966612748,20653.89151143738,15403.528833996043,15245.679830257051,15259.438778308437,15662.399667108932,16627.521470823784,17878.858396229025,18892.578785177942,19719.49916359595,21372.16130878886,22590.0524729363,23460.086406801376,23860.44400435859,22471.02987083651,23141.312951230437,23535.13776957138,23611.711875690646,24190.323991517642,24841.974381876465,24907.625356688848,24589.54603177112,21650.528403460365,22313.129644722354,22789.15106725177,23491.168898831922,25270.599376634076,26478.32471121371,27062.170142568895,27259.411537325268,24629.343595728267,25775.073186563983,26258.09546978964,27019.487747918094,28374.326223246095,29263.93887042725,30171.097537914506,30409.637368412146,23718.067277590006,23786.158763521213,24236.609237822347,24480.057628639042,28183.67575780389,29020.36319819026,29030.701941402207,28755.3128283866,29441.62910279755,30462.54312120413,30177.082544572073,30051.158033504093,28505.002990538007,29048.092888350275,29193.429013703077,28672.269148397412,27165.167632899957,27095.42396292925,27090.441094389338,25838.157313244992,31801.504041564604,32020.224595741824,32134.37440504462,31639.815063477003,28403.341305593956,28112.99377204908,27926.154804871458,28063.65253279572,28898.723152081293,28576.21372313909,28865.320700025746,28101.04659015211,27471.525122489966,27026.65765100572,27494.22137913299,26611.698221397033,29578.911376942866,29079.199907011694,29133.80115830006,28550.009353795755,34686.25588736967
Industrie d’extraction,2645.4975486379612,2699.495130447936,2799.772697046929,2768.9759013061725,2856.3483585738645,2936.839912906648,2795.7873632557685,2716.4204479252858,2549.940819116576,2488.2159816079675,2544.217271324602,2577.4940707512615,2633.6994259276394,2594.6349816272186,2834.007646939242,2857.386302769956,3253.7042613958406,3217.856235343111,3155.3399646724497,3113.8980093078912,3131.286303257936,3171.4591166739788,3257.235383794542,3054.0911440291006,2866.4887657651766,2963.771060503728,3016.287218660773,2803.6050509914953,2766.877411319186,2749.7914328239885,2650.173202395681,2823.0468159602433,3352.4900923720943,3630.7758176284083,3462.443619418232,3323.369901254322,2242.3287740301344,1987.8030308904993,2047.377493876255,2265.3483679190194,2660.5983875945594,2568.4290070518523,2798.1735448858267,2574.8874301666374,2069.578171281268,2457.349079770016,2546.868378794019,2468.083902883685,2368.3463072740656,2477.3096132382325,2250.95325728055,2231.3029177385943,2280.2697109773403,2076.0253267741255,2157.7365354743392,2332.1023682698155,2382.102930323282,2413.7268631465427,2425.6635800072495,2332.3312833381956,2409.3279985113854,2459.903616874322,2490.8281194864558,2384.8414150794133,2402.3324899392433,2486.0676368241448,2572.690202567146,2771.0558781186196,3013.273342283733,2972.7904218902813,3126.120554058897,3166.391130706073,3553.009368951703,3546.9185939116446,3460.199766098333,3611.6663215437598,3644.0716756241627,3819.270699200446,3522.7852898430347,3599.9763085936156,3529.274358083885,3615.2097781247103,3915.981321615411,3778.78233735285,3876.198368568484,3666.8566448304646,3871.133649445789,3997.75162751314,3873.881499707484,3894.1459190607925,3867.1266932563813,3688.1243223021556,3912.832439328662,3999.14491960797,3845.136376364498,3853.858034510492,4538.000623782662,4263.4750922777785,4478.602271853019,4775.903871714577,4718.790957598875,4872.070283922021,4949.8835759256,4845.976790440416,4888.274084179697,5014.358751396936,5086.70730821469,5346.023771458195,5222.117261489203,5343.890188506017,5467.427940552061,5209.763486284598,5543.545392064714,5423.991911237061,5522.817524952389,4440.52191208804,2882.0475965584724,3666.7698071227483,3900.2879516332637,4441.987592556391,5024.851593638432,5397.250533894254,5305.870222212922,5434.614275343999,5564.829086315863,5527.377484170385,5454.120143649283,5665.366180266606,5263.388241392646,5360.735144048705,5551.912741148906,5559.140512668155,5239.381530916926,5351.427197291988,5369.255638704717,5514.966531599614,5642.909608299661,5608.075724291013,5519.717676823089,5357.296990586231,5405.243970894564,5540.86489080674,5673.784299562062,5624.106838736627,5715.595901153598,5623.036014973934,5747.188368769521,5897.716153526966,6007.894552204682,6609.964850525968,6407.066926646685,6488.153512334361,6331.537956011365,6383.461646189152,6308.765938215959,6288.237961880923,6545.238751251218,6399.269875721545,6469.598041995781,6483.546784433795,6516.430715809521,6672.857863026431,6599.435852057409,6788.37452451919,7141.067610326355,7055.946956588638,7215.394493917115,7112.624213840826,6191.934200929651,5779.3558858483075,5541.04185781337,4461.17713220454,4917.44242738349,4917.520744867101,5291.670604941643,5929.1926280982825,5781.306510097139,5822.019603568657,5952.2424229850585,5918.6295375981235,6321.128001913265,6621.5496615598,6421.373199306819,5861.396909071797,6118.85190585204
Industries de transformation,14609.779960021599,14203.833697657672,13718.045088112727,13538.128928136244,14092.354681403327,14018.259324788372,14061.50457676085,14513.935742527237,14077.25131530176,14681.274444065342,14581.513753327596,14806.053660892983,14830.913069698865,14840.07578121431,15406.540922078117,14902.94481562369,15509.908069152185,15585.47514536522,15480.601798657053,16195.021207214804,15727.67637177499,16135.18801199088,16471.8357356324,16652.158956289604,15849.52711479634,16421.954460206984,16640.856617694284,16484.78284803601,16723.30778431256,16688.18131029049,16620.653381760676,16900.69269165044,17991.836260954424,17966.999627891673,18122.155921598238,18000.19029027445,17805.609454234498,16939.84845460039,18174.26121113574,18612.198662350613,18506.354238078944,19137.59430145732,19105.489885779127,19201.4828892658,19020.768156859158,19428.581927546384,19910.15693721444,19971.07617593745,20968.720464718146,20503.18823730713,19934.429474743098,19930.74281277335,20029.781544585152,20428.132646756938,20095.104958161905,20069.787063707314,20304.596177552652,21032.480809033852,20833.614706901437,21204.193961940222,21015.17430676793,21091.710306735076,22086.678306307946,22126.960411553813,21533.23697039564,21732.265945207168,22610.257573326257,22050.87972363066,22612.940060374527,22950.126136120092,23114.645327226044,22844.527211553184,24732.41048560884,23054.310167337266,23197.409349629168,22428.529179749192,23307.79305900542,23998.738639832987,24173.429095196225,24263.820730772713,24141.220639267965,24508.94328118391,24733.21170279356,24773.64625814889,24869.9171750647,24951.912266925166,24904.373721573495,26007.245594820495,25682.7667650552,25524.158541312154,26498.954719077046,27634.558075314184,26654.297761847658,26554.767516022628,26651.818322349518,26642.639252631318,26811.130142256334,26490.53357908754,26694.162586842922,27112.80956485248,27172.871486649925,27839.308730821875,28052.132089252213,28052.44583894135,28484.73901063195,29003.613065660622,29274.24798805028,29379.63801287561,30224.985257824643,31360.629888871146,31400.127832842976,32354.065951711436,33962.76668320622,33308.77823168949,33381.93041822164,33086.92166511606,31277.04537350619,31733.62242787637,32313.924218071257,32984.35952604462,33294.77901812527,34065.28679068908,35151.56464057085,35326.96135266074,35728.73838480974,36421.9523856677,36783.17353172891,37362.19638655989,37564.889667634954,36976.211582121396,36920.02326704265,36699.09141041941,36556.50112708751,36541.839591118835,36887.15822317678,37660.22394066815,38436.73550418034,38911.56158753243,39129.67472960266,37198.02809899422,38399.69195539244,39155.55623269024,39399.351686574395,39138.39968987383,39011.783200741105,38623.8442332484,39515.46534886288,39979.65018987218,40362.64362386729,40969.59277253727,40502.72443281389,40616.62568707993,41578.612239022674,41419.72502187884,42246.504683941406,42354.32243869311,42577.28676379493,44180.006434682575,43413.28536298857,43115.6164999267,43045.67033396295,34759.914918369024,41474.34180577692,41119.69096681231,44025.82729223985,43041.646122219056,43557.64640033224,44248.57772668267,43836.73387365289,45014.82483376154,45242.05022958267,45072.5183759801,45420.6580443631,44654.80060262897,46093.93004046255,48752.65783915857,45624.10618780719,45264.6683562625,48514.88531580888,49324.14983625851,46072.48795917463,47227.43787679186,48708.68412240146,50346.68606627579,45476.22092904671
"Distribution d’électricité et de gaz- Distribution d’eau, réseau d’assainissement, traitement des déchets ",1725.3176858136615,1251.7010661785832,845.7439636342189,507.4463781805755,1412.060324858195,1194.7976058032905,1046.0754068056428,977.5905541398419,1181.4735568960386,1215.781151551905,1265.4833649348302,1300.6041993225952,1295.1307151262329,1317.0958113007473,1313.0758623867039,1335.840420254007,1450.1119361665285,1400.3191020717345,1383.5321895300547,1385.1908226475957,1416.834560498225,1460.3694516604971,1492.174812325948,1571.2203618597116,1439.5115537530332,1518.7627113650215,1619.6260139932529,1646.0479751719245,1604.426054628206,1564.6765581616626,1794.0122186501635,1689.3759386621625,1734.218103174799,1782.7518701473612,1760.5087872477561,1828.033926469067,1845.442271025378,1875.4819363533993,1918.3460149920882,1951.3935955720567,1948.96338794769,2016.3734900819313,2063.183609140789,2022.2058265553999,2140.8151704109705,2182.303353386267,2093.667444046358,2313.377739747913,2440.023046855432,2285.5143116329764,2351.3662874631245,2316.424510210046,2401.303555750226,2360.9402216243498,2339.3328350864326,2314.1366266291793,2221.20457816939,2489.2531697091013,2724.260568945139,2900.3697450544264,2574.5278497536938,2660.32885215838,2785.7498085474954,2933.2584638855997,2735.077939302074,2838.080062455347,2905.7689479603296,2964.1860691467355,2922.2768554499016,3035.5962119520095,3101.8667474072195,2931.1648432808515,3324.812361428441,3322.948803240993,3144.7307224104934,3203.2544093947627,3277.7616242652853,3253.6735224488903,3166.882167887194,3229.172306705338,3269.702243122398,3285.47591462437,3557.900897132185,3515.8628067332093,3540.167675536483,3747.684489947523,3604.3942969863847,3738.866284067989,3746.9654458017194,3682.2314944693067,3710.1805242968217,3784.7029930673107,3830.8126900719394,3947.77597508927,4138.8608804505775,4154.008798966464,4178.1043246208155,4189.337961951862,4338.748911426797,4140.083785385855,4421.191126247898,4555.445460974585,4449.482024841341,4502.334483569212,4683.84958949652,4923.316472861255,4713.8234286290635,4966.3105927885545,4650.667205435449,4710.7205978072425,5054.37299070555,5182.220962218466,5268.042300881514,5229.103156428388,5217.410909986375,5275.103873320127,4806.277750677951,4562.778552929965,4555.022436643818,4580.184311193106,5520.107900100482,5371.189643140801,5411.728014847886,5415.311128105838,5673.843720191267,5774.87840438612,5758.669343460234,6151.95735178496,5576.292942300291,5568.485349833834,5614.387388065232,5462.285628063881,5747.141892599607,5985.799839009852,6192.333592373112,6239.348603839242,5957.51277671845,6158.67017088444,6116.96901985236,6064.84806121474,6335.82498339298,6374.62250269619,6440.93697659109,6411.61565347973,6412.55980155582,6303.36275050162,6768.18086050819,6529.08210646155,6482.49520712761,6648.58251983437,6680.72027591173,6944.96537297858,7101.8251683109,6987.96507760337,7281.86973151739,7750.57646260325,8502.27601501026,8397.52406940092,8270.64412829791,8218.95407237889,8396.34097181389,7620.02910841876,8543.685113484846,8407.873731895217,8592.806933268932,8813.030157030267,8954.03958751943,9078.620946795301,8519.289299766648,8596.505291050922,8555.289123270408,8295.497474794634,7339.845404017333,7694.734127366944,7710.706308542462,7630.339876294045,7857.695152867197,7493.837094171773,8286.778660287455,8382.815522662813,7862.350637799404,7776.784433958923,8362.759980875053,8204.049757660667,7595.030716114224
Construction ,5515.343065349821,5429.266738301857,5785.71719454303,5680.362854718366,5772.926176990001,6072.0887962101615,6086.302622099273,6236.9403647146255,5867.633172537694,6223.258935656484,6252.046774009327,6227.481151948234,5934.297423638512,5750.0602579765555,5467.630756769493,5209.978310285151,4955.75134252567,4688.382774229501,5153.768005749552,5086.259018434429,5647.57327776775,5352.055230676422,4826.904972468255,4964.1080932610175,5556.883916974642,5262.943909624882,5137.098324932791,4920.970150469134,4375.791163020031,4754.758782156767,5187.360641012817,5619.724125470115,4988.243519965644,5751.221662196809,5747.52202928036,5853.15129216416,5416.134775213994,6051.74525498165,6310.828952660752,6319.099592407897,5921.6891128377165,6085.438122695144,6382.1404087632245,6367.532790159389,5822.568206808938,5803.785728722457,5831.959445852178,5726.777568567886,5796.605821931751,5551.079140989731,5516.07148320609,5857.6326848248555,5654.609656598187,5733.786894021165,6319.124498309152,5001.244550638408,5457.085243426189,5526.986112030425,5472.812938862141,6024.793649252491,5241.4972652987635,5751.021751934467,5802.917764462178,5537.304536706714,5663.123354191937,5984.301325905911,6125.997489897369,5899.283627511035,6605.3316546717415,6528.914224104316,6366.52718414854,6122.946624214875,6752.486035451314,6716.849236163215,6662.368002517268,6559.671399971823,6574.820200689523,6634.796873835776,6801.956927195862,7055.275584315131,7187.330309520992,7211.43854519884,7320.873240708333,7483.9915398680805,7911.341412941631,7901.451862647627,7803.660683737883,7955.23411805494,7866.7282221422565,8025.412515053543,8138.497873220206,8046.408627350416,8224.444222936392,8571.81295192234,8882.352849562978,8936.031987936383,9178.96320134355,9286.439408193371,9299.46202465087,9555.227045786065,9591.233508592164,9789.986781523485,10030.052176489728,10230.108626480456,10252.619350544279,10372.767360262938,10747.124275827753,11109.244893262327,11263.066755525615,11428.33162114281,11686.878583095706,11999.563189223736,11953.184899882779,12112.612666728168,12273.31103005714,12344.025661927913,12496.78592656651,12712.419044923254,12809.572027740174,12894.0193933147,12883.779272276626,13007.864978046395,13036.89995014436,13192.689378856818,13547.604760236947,13574.87543944116,13715.406884442786,13856.626830572828,13988.060354036668,13979.98342685003,13977.136376929473,14090.75206536858,14002.409145416068,14109.45731077261,14378.556947537492,14428.501433479103,14618.7456267245,14684.2717521929,14675.2431573198,14427.7393576226,14351.318438883,14655.5614404457,14825.4352633574,15308.6855721937,15599.0398958996,15520.8941901114,15433.8226098398,15352.7943447139,15556.8737475573,15570.412308378,15852.2067791542,15728.3734469645,16147.0987339888,16266.3575564031,15955.9560185016,15140.9954504216,15395.295932,16155.413285821,16360.0501158115,15919.4178139363,15922.779111482,14367.616752216,14888.551412537,16010.423754174,15931.497640291,15891.651198795,16062.726663203,16187.243151609,15758.11385116189,15698.12299087189,15219.306443818894,15009.484792908896,15411.312808719644,15450.272554575738,15488.795666044605,15564.259081235765,15948.37299326432,16159.433067561198,16708.28944523428,16806.835473292977,17085.265441848896,17383.891654813433,17788.862213390894,17782.163311051358,17341.54442347663
Commerce de gros et de détail; réparation de véhicules automobiles et de motocycles,13899.6927407428,11883.2257432788,10385.697492428906,9821.303816906655,10687.604394983377,10849.77911312473,11303.314235103277,12229.423654278646,11653.801530825478,12426.777924847325,11974.788170002763,11689.16798437739,11784.892452250228,11304.966535861127,11830.317442650581,11342.470281116133,12090.455544209388,12422.631144982577,12305.372535537024,12935.751813285313,12565.76897672313,12732.652970242447,12973.490969739194,13270.360805440661,12489.473843774138,13420.232882079734,13767.599481603407,13559.562761055759,13609.918156263231,13329.815228680362,12990.377432789468,13093.810674905937,13840.78809883949,13790.180786354553,14142.906666515684,14350.58093203511,14310.15414974285,13415.585081651108,14781.497291760026,14852.43994966483,15032.78835629224,15127.681548490487,14440.62752958174,14505.209515063425,14501.349514947613,15386.367730970072,16035.548631319534,16313.44779016921,16525.750299314233,15971.898280221167,15465.953964094102,14891.913378245277,15029.037338344036,15137.170716245002,14829.741414236938,15035.499589191404,15709.216793751371,16605.194524374336,16298.113566383881,16098.245667675166,15325.371302935686,14522.895309492837,16444.07878512978,16008.319427738517,15828.060256083121,16572.572706330047,16793.347732747465,16415.67191507547,16201.867309373343,16096.913663710086,16273.697408298643,16040.801426134964,16396.54293498043,16867.94956508363,17127.691169633705,17451.760128195132,17170.380315305454,17592.311178099022,17564.945812416812,17592.248075898402,17614.31470969641,17785.29282377048,17821.901791311262,17856.23662677685,18276.459068458997,18378.031654174098,18317.001768750426,18560.5694091584,18739.921926220242,19022.516422433222,19102.267844709047,19209.552488584995,19573.256004084065,19273.898355817855,19452.19891832688,19650.357109311204,20143.518416348958,20427.512564144556,20345.447863599307,20917.331265989083,20954.200889441563,21211.824695597876,21373.24987543242,21581.16025517395,21662.913212889714,22127.261100204392,22112.34807291412,22155.07648502211,22393.409041750507,22436.294940285396,23203.51300523743,23828.727086971594,25486.754117892488,25571.06885261557,26307.181731116216,24785.198105309428,24652.789068272356,24827.419956111262,25640.763607828718,25735.114847808472,23692.97750704192,24032.563032357753,24741.787898113944,25058.89092094442,25530.903535513593,25896.500199541784,26233.978700125368,27034.42773706388,27155.653398517527,27485.763749166683,26983.241862617542,27378.35848110037,26833.616438082918,26677.6234171075,26671.58429075188,26612.802043143423,27422.2144506125,27684.4546129383,27366.3372991337,26044.9931084552,26878.6816680343,27310.5465855877,27258.3093701025,27459.4623103553,27028.85688093,27392.2195896086,28134.9089485336,29020.2503245417,29287.8421881544,29185.6553454723,28862.2709939199,29329.2109977165,28661.021866244,28911.465487569,29191.132172463,29679.257022023,29096.45289951,30101.340684299,29940.440363345,29730.026320808,29229.983054611,25141.61764451,28012.453185348,28579.692536939,29371.001857996,29662.53203988,30259.34741531,30741.34108828,29689.825964286,29906.527123797,29695.542140915,30024.748342808,30511.256522314747,30709.23938122723,30782.250261230703,31043.258130634837,31621.844367309805,31631.011498953525,32123.31618272829,32307.415655059925,33121.23602830945,33162.60277683836,33291.633115925404,33449.984026369246,34479.20670547014
Activités d’hébergement et de restauration,2425.91802905714,2463.57486181143,2497.63671980606,2572.87038932536,2498.441947979,2504.60790336258,2490.15700642786,2566.79314223054,2667.627244011,2682.98436126212,2709.32721023307,2755.06118449379,2790.04211823003,2825.01309180684,2866.99896844821,2923.94582151491,2981.59300329642,3019.10311522942,3091.88959723956,3134.41428423459,3143.18594189941,3194.04404637771,3304.43670759933,3343.33330412353,3187.66947128866,3256.72625951173,3365.56110982898,3435.04315937062,3549.98449089574,3614.01663237378,3292.40972460333,3317.58915212713,3737.42329517842,3400.7692461308,3530.3194680317,3656.48799065906,4757.20300515915,4393.48615104491,4368.8746311241,4387.43621267182,4603.28383641314,4686.54643734952,4423.93022330569,4193.23950293163,3271.00469993458,3355.15645421127,4221.24822148192,4383.59062437221,4462.0745684658,4604.06447585959,3200.88730848093,5704.97364719367,4482.24703090128,4741.32344714155,4906.31504629501,4741.11447566214,4905.85422603805,5177.18776266486,5100.46317049072,4630.49484080636,4467.91633421034,4464.07475261119,4321.12277153383,4559.88614164462,4599.83445438403,4689.51947812354,4574.12706156341,4887.519005929,5059.6021605555,4895.62425866544,5119.62334846316,5078.15023231587,5217.204216874784,5266.516902400019,5344.174630734542,5534.1866016092235,5476.466652925839,5633.7688556429885,5784.071919579211,5799.716911432952,5913.042303365229,5968.317944450579,5887.782520971511,5878.708026618451,6210.298407016877,5781.534957638326,5597.981533823132,5977.33539333237,5806.178536595582,5925.843760182795,5951.384407464115,5928.623899169207,5607.083550093319,5835.843305872497,6054.155846820303,6015.097892787912,6375.825102059284,6178.4392343119935,6446.3073569543985,6633.775262982392,6826.693603685346,6770.6145238715335,7066.25494352057,6957.852484291676,7026.164277013461,7517.832429860288,7140.688652733036,7406.974485911579,7485.300064842689,7463.4678262167245,7475.309613236637,7506.723030235176,7559.587598468297,7510.164496535469,7571.653151029942,7636.306014122359,7479.58693042051,7564.02819773302,7583.882104997515,7760.851217967841,7961.319082232061,8176.074043109161,8265.444685263681,8337.222901539277,8301.536111754936,7888.971445597411,8150.857148014293,8051.728719869825,8129.9334132205195,8238.263368804157,8435.447769981361,8434.663777949014,8519.950063841205,8701.76133210197,8734.454148350493,8845.572982126581,8916.51609980546,9464.66327145645,8457.83816127629,8715.98246594179,8802.675893539,8937.510687879,8591.363489265,8743.450162666,8801.936797803,8728.895642136,9232.123670417,9414.834346864,9680.244226671,9953.275818305,10056.284466493,10247.309488555,10504.973762561,10662.190262944,10450.639384705,10801.957369475,10918.381199449,11367.250225715,10610.676562327,11039.386769552,7941.509534898,3370.510659915,3927.028649508,4725.014346694,5266.997388905,5441.127505991,5961.026716232,6369.322746047,7565.22212084602,9108.826222008023,10824.09245605403,11206.49612114503,11606.454811437534,11942.502879330274,12100.762647056561,12155.880471623708,11848.345881033323,12916.472329712391,13438.152350496362,13608.699672179324,12878.001618807622,14141.33204882388,14297.071334621567,14130.646645986162,13921.11974993104
Transports et entreposage,1830.667005077565,1935.4062223329613,1889.1155989374372,1713.6373788062076,1734.7622271689045,1926.6230117221924,1927.334149688648,2014.9887867064851,2147.555633437566,2032.9229879171692,1963.0419727137273,1931.0191511558344,2006.0074109230084,2228.7841977453363,2067.903981592932,2237.700022187873,2355.5722496590392,1955.124563570101,2211.4840109500997,2157.621984271784,2223.5393866281674,2259.7067889227483,2311.211777089021,2083.010029499552,2137.550013742206,1968.9799377088787,2614.6086434955623,2288.5275805022443,2161.2541629238067,2334.6530217757413,2347.2196306526425,2576.0214891097094,2297.8169149564264,2559.1239285786633,2436.060414766447,2552.6603287265298,2686.2412319662267,2502.2738098972177,2409.5514033698832,2445.315362978567,2494.401364734804,2601.1609838303657,2740.7228558013985,2701.689756064281,2612.3388863713335,2631.4504709539397,2723.26087388005,2781.684228434144,3074.6768204074233,3010.4612074672423,2905.6563763305608,2940.3008459945822,2888.9254453586705,2971.581013608666,3038.6572027303723,3091.5870647530987,3103.19913136505,3170.2444306118323,3206.337987379853,3196.08025177176,3214.4831517699554,3153.7351860758786,3320.7666316215405,3240.3940676836914,3312.1069248715144,3313.8802684653097,3384.183189890649,3436.3838154096343,3358.236962535436,3387.3890450211916,3510.1019250977265,3594.2228919418703,3675.0074666428145,3681.604774003116,3786.088043860118,3911.5940900550613,3938.4219071194534,4081.711971366449,4090.2548477481077,4229.934236398031,4344.540616548378,4401.328340479398,4452.929464904271,4467.3523017105745,4588.194415185768,4525.005853394591,4522.800414379727,4437.662266360032,4527.718070556715,4586.114905968882,4545.762016005398,4576.38514823657,4481.518974762793,4511.157356926365,4629.337717337818,4792.827687844647,4946.4723941723905,5093.079829601374,5253.591917381918,5372.251961787154,5528.678927085281,5616.56214912502,5658.213034283757,5721.4858591919365,6287.12992988787,6462.3171728534435,6535.576749626244,6631.437695781327,6503.807193184152,6646.686400340219,6760.411216625751,6859.719779373579,7164.152077711112,6719.99712291355,6844.235092483745,6479.985396552519,6615.385432897186,6852.128652627387,6930.004711749164,7535.361277989108,7097.205950707068,7241.244122773086,7342.049083268554,7492.323756108183,7673.267475555652,7761.854696823416,7860.186949278987,7955.007092859423,8153.927163046227,8074.746180305102,8047.52415288324,8113.9196628738,8102.982619868168,8133.215416476931,8238.401089443449,8213.735927174217,8268.32932310853,8536.106462001935,8465.376922496613,8569.18729239292,8777.78996569,8990.027296737,8986.447735966,9109.735001607,9089.324626559,8816.959836846,9182.217965095,9174.792164887,9223.129167485,9141.819479123,9171.408680502,9196.224791653,9125.499513277,9479.998609806,8961.806608512,8983.976042802,9508.318734056,10516.141922844,9458.817672113,9096.426739987,8982.528851937,5442.218636921,6172.782724902,6977.689289813,7381.050991053,7386.476535186,7946.896827872,7756.054316395,7614.384626827774,7871.444404751765,8108.563632641759,8066.67766407576,8346.630001193436,8436.032929780975,8460.880960001474,8582.807191404589,8976.59234664306,9188.5459358536,9182.128990193482,9348.28660707157,9348.144730100941,9596.473856931216,9516.216730872622,9763.306257393006,9796.855677145786
