"Valeurs ajoutées en volume (prix chaînés, base 2007)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2007:1,2007:2,2007:3,2007:4,2008:1,2008:2,2008:3,2008:4,2009:1,2009:2,2009:3,2009:4,2010:1,2010:2,2010:3,2010:4,2011:1,2011:2,2011:3,2011:4,2012:1,2012:2,2012:3,2012:4,2013:1,2013:2,2013:3,2013:4,2014:1,2014:2,2014:3,2014:4,2015:1,2015:2,2015:3,2015:4,2016:1,2016:2,2016:3,2016:4,2017:1,2017:2,2017:3,2017:4,2018:1,2018:2,2018:3,2018:4,2019:1,2019:2,2019:3,2019:4,2020:1,2020:2,2020:3,2020:4,2021:1,2021:2,2021:3,2021:4
pib chainé,156857.31636965665,160833.85880144415,163688.3384926165,166150.48633628272,169173.89600329928,171122.23195562352,172995.9494419421,172592.92259913508,172014.41724158073,178930.3487987891,180872.5697280556,183174.95908386048,179964.24140585764,184618.52172212314,187253.33744893735,190438.28343568428,191543.32575362117,195314.33379145924,195477.33956670403,198876.85223749746,195824.32024289374,200141.878338908,202365.59416037114,206394.23268918393,205417.98927658252,210136.8371004497,211599.97299013563,214068.96490721378,210937.78105282885,216030.13449323695,217749.52902071373,219009.57980659802,220599.63748225998,225505.4963233172,227374.25626410852,229429.97397553336,222866.3827217363,225854.29542128101,230369.42551132987,233388.02504652584,231328.19062017542,236926.38363315025,239215.49741653114,243779.1624739418,239973.18140875452,243855.10515711096,246455.57485416753,250915.48007274256,247375.5720336625,250224.24392040394,252410.67831895588,256777.89310028602,249490.90946231238,214788.0166370722,235557.96797984105,243591.7513118704,251866.72819413777,247494.84704544613,253881.6559909797,259741.8384403102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIB hors agriculture,140624.53271556238,144791.9594606919,147560.76629104622,149626.74153269947,151727.2432669755,152374.18856193675,153053.68088888135,151518.88728220636,149422.90020534635,154930.488462955,155987.2916949757,157797.28237049893,156120.57353523854,160006.71808858213,162094.0821355576,164847.96251642067,165993.5694173896,168963.9007989918,168933.23467316228,172518.26096416003,172624.63644424116,176293.79688614828,177966.94116925081,181312.16096097516,178875.4031090958,182073.477213274,182782.83392957153,184937.78817998213,184632.32124128658,188675.88803128566,189683.2034385342,190224.9469791436,191436.84913121825,195296.1324782358,196134.1569970194,197896.6561041653,196489.02091693136,199130.230994697,202889.38824865394,205642.95182064245,201286.12766106977,205781.6902927025,207958.78099058088,212506.2163749987,208729.65672519905,211492.5404683356,214140.93680104654,218626.1403147399,217468.92495129578,219400.79145257888,221536.35603315738,225889.8613854055,221166.55428277163,186474.2704890715,207761.73446178576,215844.92636512092,218397.15400351296,214015.1571399424,221483.40515710652,227149.0488233883
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,141460.96339081324,142923.2458267309,145010.07641092903,147224.7113155371,153007.28543113262,152911.03493958694,155190.07168227667,153378.63085976135,154030.91141861997,157079.31830919135,160313.49661162027,163453.54665582525,161385,164332.0668677545,167865.87420189206,170865.67254412422,172007,175480.16055781624,177355.3599313866,181404.6798503058,177097.09488843632,179659.23694599865,182061.88177364515,186420.1389936456,0,0,0,0,188476.89842920515,191799.08075835498,192166.32660774246,194445.08369886503,193810.78031187065,196929.5191142227,197765.4149448196,201388.0752553763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
