(En QX/ ha),80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/2000,2000-01,2001-02,2002-03,2003-04,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017/2018,2018/2019,2019/2020,2020/2021,2021/2022,2022/2023,2023/2024,2024/2025,2025/2026
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne à sucre,863.2222222222222,670.9868421052632,781.8297872340426,685.8672566371681,562.5546875,638.9032258064516,652.3692307692307,729.5466666666667,647.8815789473684,679.3866666666667,694.4054054054054,658.1258278145696,618.2549019607842,616.9599999999999,692.1610738255034,628.7482517482517,669.1351351351351,565.2511013215859,625.2831050228311,757.7011494252874,739.6648044692738,687.7391304347825,713.1904761904763,492.7570621468926,591.7293233082706,694.979079497908,485.6214248569943,540,549.3513513513514,424.34899328859063,509.27333333333337,344.5764331210191,349.03225806451616,362.61012658227844,475.05819999999994,410.09903846153844,521.8066037735849,708.1765402298852,,671.6016949152541,645.5263157894736,613.7976482305919,570.5760402783948,563.7846153846153,,
Coton  ,16.43859649122807,19,22.60377358490566,12.020833333333334,19.76984126984127,18.79432624113475,21.75483870967742,16.474576271186443,19.76510067114094,16.196629213483146,17.50413223140496,13.499999999999998,11.833333333333334,17.333333333333332,12.833333333333334,18.999999999999996,20,16.666666666666668,20,22.999999999999996,20.499999999999996,16.75,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trois principales céréales,4.983458491393771,12.102832033866514,7.749739488670786,8.524059470591189,11.458546738698287,15.691677309493402,8.626452888396447,15.519083810947754,13.772929758969058,11.202606104283126,16.38877996078588,5.924078723213484,5.827692100780058,16.411498375383957,4.7890818858560795,17.27346837506867,8.110517053175613,11.516480725623584,7.618599571554585,3.5856574478408536,9.264534040525422,10.857371240926375,14.779522015450773,15.405508741972605,8.055840769980904,16.73507022150938,5.136976759468163,10.165282546897778,19.68323288608998,15.596539279488288,16.298934037790033,10.08620975899923,18.673361836687004,14.774486669339947,21.7513294965783,9.253953385618027,17.745664535961726,22.871152411136965,14.585151856018,7.388774969472156,23.71253359057397,9.5252281731531,14.987863463281464,12.64538584718335,16.603053435114504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source : Ministère de l'Agriculture et de la Pêche Maritime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cultures maraîchères de saison,,,,,,,,,,,175.6562121565621,152.08075884541267,153.33333333333334,,165.45085139318886,179.9537037037037,172.61467889908258,179.91866028708134,172.43925678894712,161.44835990151947,173.40505144995322,207.88977159880832,208.0638206123329,221.32505175983437,222.2972972972973,234.8936170212766,237.85046728971963,229.37384898710866,235.76772509786863,253.21272133464393,254.0324010563939,265.13907339530357,271.49299569065124,264.6153880989041,254.49644421937955,253.47655775389893,253.08056718558444,257.94809061899986,260.6756958110045,231.33710415262954,272.4121585035688,276.768399252412,260.6225775816499,284.4547121625795,,
Tomates,,,,,,,,,,,,,,,,,,,246.3506334286882,145.147507629705,264.245591116917,274.7314285714286,307.12749615975423,284.6225535880708,308.86572952011636,597.7799644794318,329.397141081417,342.833447723633,264.10751565762,355.79584319915807,312.0993122741578,345.13712291199204,446.571726035547,358.75332205846826,376.2435636450724,347.2174249258925,345.4782237403929,413.7741273100616,373.3921815889029,364.47069271758437,459.5605138607167,491.07816711590294,465.7063563115488,533.9912469800871,,
