;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
Indice global;100.0;97.4;98.7;112.4;120.6;131.2;140.3;163.2;168.9;163.4;168.0;173.0;192.0;204.0;223.0
    Electricité;100.0;97.4;98.7;112.4;120.6;131.2;140.3;163.2;168.9;163.4;168.0;173.0;192.0;204.0;223.0
