;2005T4;2006T1;2006T2;2006T3;2006T4;2007T1;2007T2;2007T3;2007T4;2008T1;2008T2;2008T3;2008T4;2009T1;2009T2;2009T3;2009T4;2010T1;2010T2;2010T3;2010T4;2011T1;2011T2;2011T3;2011T4;2012T1;2012T2;2012T3;2012T4;2013T1;2013T2
Electricité;164.3;161.0;172.2;172.2;170.0;152.3;155.7;176.0;169.5;164.5;166.7;175.4;166.2;175.1;168.6;179.1;169.8;188.4;188.3;202.3;188.4;192.3;200.8;212.5;211.7;217.0;223.5;238.7;213.6;207.4;222.5
