;2016M01;2016M02;2016M03;2016M04;2016M05;2016M06;2016M07;2016M08;2016M09;2016M10;2016M11;2016M12;2017M01;2017M02;2017M03;2017M04;2017M05;2017M06;2017M07;2017M08;2017M09;2017M10;2017M11;2017M12;2018M01;2018M02;2018M03;2018M04;2018M05;2018M06;2018M07;2018M08;2018M09;2018M10;2018M11;2018M12;2019M01;2019M02;2019M03;2019M04;2019M05;2019M06;2019M07;2019M08;2019M09;2019M10;2019M11;2019M12;2020M01;2020M02;2020M03;2020M04;2020M05;2020M06;2020M07;2020M08;2020M09;2020M10;2020M11;2020M12;2021M01;2021M02;2021M03;2021M04;2021M05;2021M06;2021M07;2021M08;2021M09;2021M10;2021M11;2021M12;2022M01;2022M02;2022M03;2022M04;2022M05;2022M06;2022M07;2022M08;2022M09;2022M10;2022M11;2022M12;2023M01;2023M02;2023M03;2023M04;2023M05;2023M06;2023M07;2023M08;2023M09;2023M10;2023M11;2023M12;2024M01;2024M02;2024M03;2024M04;2024M05;2024M06;2024M07;2024M08;2024M09;2024M10;2024M11
Pétrole (Brent) ($/baril);30.5;33.2;39.0;42.3;47.1;48.5;45.1;46.2;46.2;49.8;46.4;54.1;55.0;55.5;52.0;53.1;51.0;46.9;48.7;51.4;55.2;57.6;62.7;64.2;69.0;65.4;66.5;71.9;76.6;75.2;74.4;73.1;78.9;80.5;65.2;56.5;59.6;64.1;66.4;71.2;70.5;63.3;64.0;59.2;62.3;59.4;62.8;66.1;63.0;54.9;33.0;23.3;31.0;40.0;42.8;44.2;41.2;40.8;43.2;49.9;54.7111;61.4845;65.1759090909;64.77;68.0433333333;73.0672727273;74.3895454545;70.0210136364;74.59818;83.4;81.4;74.3;85.4923809524;95.7625;115.5904347826;105.8;112.4;119.9;108.6;98.6;90.2;93.1;91.1;79.9;83.1;82.7;78.5;84.0;75.7;74.9;80.1;86.0;94.0;90.90272727;83.16285714;77.85947368;80.22909091;83.76714286;85.51666667;90.05452381;82.11659091;82.55625;85.29565217;80.87409091;74.51157895;75.66913043;74.39714286
