;2016M01;2016M02;2016M03;2016M04;2016M05;2016M06;2016M07;2016M08;2016M09;2016M10;2016M11;2016M12;2017M01;2017M02;2017M03;2017M04;2017M05;2017M06;2017M07;2017M08;2017M09;2017M10;2017M11;2017M12;2018M01;2018M02;2018M03;2018M04;2018M05;2018M06;2018M07;2018M08;2018M09;2018M10;2018M11;2018M12;2019M01;2019M02;2019M03;2019M04;2019M05;2019M06;2019M07;2019M08;2019M09;2019M10;2019M11;2019M12;2020M01;2020M02;2020M03;2020M04;2020M05;2020M06;2020M07;2020M08;2020M09;2020M10;2020M11;2020M12;2021M01;2021M02;2021M03;2021M04;2021M05;2021M06;2021M07;2021M08;2021M09;2021M10;2021M11;2021M12;2022M01;2022M02;2022M03;2022M04;2022M05;2022M06;2022M07;2022M08;2022M09;2022M10;2022M11;2022M12;2023M01;2023M02;2023M03;2023M04;2023M05;2023M06;2023M07;2023M08;2023M09;2023M10;2023M11;2023M12;2024M01;2024M02;2024M03;2024M04;2024M05;2024M06;2024M07;2024M08;2024M09;2024M10;2024M11
Butane;338.2;311.4;338.7;310.3;292.9;365.6;326.6;344.3;414.0;433.2;386.3;436.4;517.3;545.2;456.5;403.2;365.4;333.3;374.0;476.4;510.7;520.1;551.7;560.5;545.3;463.5;483.9;492.8;538.5;531.6;544.9;568.2;638.2;609.3;433.1;383.3;415.8;489.9;512.6;466.8;423.3;363.2;374.4;266.2;362.9;451.1;482.8;466.9;499.8;539.1;290.8;193.9;269.6;346.9;377.7;328.064375;377.055341;405.6368636;424.5383333;506.5711667;522.8173;555.7463;547.496241;483.215725;483.204885;574.854455;646.8637892364;675.985;733.975;848.7;800.5;728.8;852.6806915543;858.94315;946.1609347826;871.3;852.3;773.8;659.6;597.3;611.6;634.6;632.9;574.6;675.0;719.1;622.7;565.1;428.7;373.1;443.4;519.2;564.4;534.9;540.9;591.6;571.7;583.1;556.4;536.8;464.7;500.8;545.6;538.7;552.3;635.4;615.3
