;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Taux Electrification Rurale;22.0;27.0;32.0;39.0;45.0;50.0;55.0;62.0;72.0;81.0;88.0;93.0;95.4;96.5;96.8;97.4;98.06;98.51;98.95;99.15;99.43;99.53;99.64;99.72;99.78;99.83;99.86
