;2016T1;2016T2;2016T3;2016T4;2017T1;2017T2;2017T3;2017T4;2018T1;2018T2;2018T3;2018T4;2019T1;2019T2;2019T3;2019T4;2020T1;2020T2;2020T3;2020T4;2021T1;2021T2;2021T3;2021T4;2022T1;2022T2;2022T3;2022T4;2023T1;2023T2;2023T3;2023T4;2024T1;2024T2;2024T3;2024T4;2025T1;2025T2;2025T3;2025T4;2026T1
Production et distribution d’électricité;95.0;97.8;112.1;103.4;92.9;102.9;112.8;110.9;100.3;106.0;121.3;119.2;125.2;129.1;135.0;125.1;120.9;112.7;136.0;124.1;121.4;130.5;141.5;133.0;126.5;133.3;141.2;126.9;123.5;135.4;144.2;132.4;127.5;126.4;149.3;140.4;136.6;138.3;158.8;144.3;131.6
