,Crédit bancaire,    Crédits à la consommation,Comptes débiteurs et crédits de trésorerie,Crédits à l'équipement,Créances diverses sur la clientèle,Crédits à caractére financier(2),Autres crédits(3),Créances en souffrance,Secteur public hors AC,Administrations locales,Sociétés non financières publiques,Secteur privé,Sociétés non financières privées,Autres secteurs résidents,Particuliers et Marocains Résidant à l'Etranger,Entrepreneurs individuels,ISBLSM,Autres sociétés financières,Sociétés de financement,Etablissements de crédit assimilés(1),OPCVM autres que monétaires,Autres(2),Dépôts à vue auprés des banques,Masse monétaire (M3),Avoirs officiels de réserve
2019-09-01,898401.398,56155.8179,188665.3923,177198.4149,132297.5256,118008.7472,14285.4475,68928.133,71033.5392,20660.042,50373.4972,702670.7359,364469.7743,338200.9616,299889.1667,37274.717,1037.0779,124697.1229,53947.2274,24786.8683,16249.3145,29713.7127,561405.447,1342499.649,240202.1551
2019-10-01,898387.6951,56413.9282,186053.1392,177980.9978,132497.8041,118035.6786,14458.2505,69690.584,69968.8738,20656.351,49312.5228,704853.9719,364199.6097,340654.3622,301756.7601,37834.759,1062.8431,123564.8494,53683.0014,26082.9124,15446.2083,28352.7273,562929.448,1344019.114,238967.9986
2019-11-01,892056.2504,56476.5768,185600.172,179405.8103,124425.3048,109667.5707,14752.959,69896.585,70085.8769,20905.429,49180.4479,706084.5437,365387.4538,340697.0899,302533.68,36775.0312,1388.3787,115885.8299,52494.1215,25116.5865,11272.0868,27003.0351,564543.192,1344353.034,246816.9812
2019-12-01,917152.4645,56587.8344,189744.6522,183612.9669,140179.4685,124324.6349,15849.4286,69932.061,73585.481,22581.219,51004.262,711904.4656,371980.3301,339924.1355,302923.2294,35612.0942,1388.812,131662.5178,52382.1989,26434.2931,18390.1576,34455.8682,587190.768,1370518.255,253381.2022
2020-01-01,896662.6838,56364.858,183742.4322,181967.6228,127182.3278,111710.8056,15465.1612,70618.922,72873.9982,22354.957,50519.0412,703764.3236,361753.5117,342010.8119,303494.9273,37321.5381,1194.3465,120024.362,52160.8315,25091.0199,13081.2861,29691.2245,575581.266,1350550.101,250960.1367
2020-02-01,895138.8201,56652.439,184571.362,182389.7391,122109.3333,106281.2639,15820.7944,71495.879,72726.6053,22962.929,49763.6763,708078.4843,365083.7449,342994.7395,305323.2876,36301.9473,1369.5046,114333.7305,52186.5194,24115.2201,9972.3081,28059.6828,574054.055,1350752.603,247751.6299
2020-03-01,919447.6706,56612.0861,194393.4694,189570.869,128234.3734,113312.0553,14914.1891,71960.601,74596.1938,22781.227,51814.9668,723007.1635,379441.5587,343565.6047,305400.2918,36729.5995,1435.7135,121844.3133,52965.9896,29402.7901,12107.8737,27367.6599,585911.98,1381619.721,261207.9981
2020-04-01,923110.4448,55785.2225,201319.17,187958.1182,127957.1953,112857.568,15090.5283,72862.725,75697.8648,22382.448,53315.4168,728152.8133,385559.3151,342593.4982,303982.5998,37101.4047,1509.4937,119259.7667,52513.7616,28668.9329,10765.055,27312.0172,583240.819,1390569.41,286542.442
2020-05-01,927342.5918,54983.9312,204624.2324,188001.582,129107.8439,113593.3179,15504.2141,73745.297,75820.3357,22452.693,53367.6427,731366.5822,389968.8267,341397.7554,303385.3064,36494.1708,1518.2783,120155.6739,51849.9962,30541.846,11392.5117,26371.32,592287.742,1409609.159,289118.5864
2020-06-01,952252.5936,54545.7083,206649.2608,182993.1711,153767.4857,138536.9995,15219.2462,75739.856,76158.8244,22510.288,53648.5364,733736.6848,390424.3847,343312.3001,303083.7038,38673.388,1555.2084,142357.0844,53190.9413,29840.6676,24927.014,34398.4615,613412.987,1435072.97,292263.5583
2020-07-01,947103.6267,55066.607,210568.5875,185013.4651,140036.1892,124146.326,15877.7552,77147.47,77668.9154,22824.618,54844.2974,739612.1693,394965.6015,344646.5679,304020.8052,39082.5135,1543.2492,129822.5419,52624.2774,27308.1082,18692.7201,31197.4363,608191.475,1441721.643,292542.2653
2020-08-01,936943.0307,54858.6562,207472.779,183563.7147,134584.2416,118450.4187,16114.3938,77233.644,76099.8714,22645.909,53453.9624,738477.3954,392870.164,345607.2314,304981.8271,39109.2125,1516.1918,122365.764,51641.8841,27080.3133,14980.3456,28663.2211,607634.993,1431201.816,295512.9549
2020-09-01,946340.9963,54959.9022,209535.1642,180145.3268,142406.7123,126253.9086,16128.0776,79013.171,76615.0955,23146.079,53469.0165,739113.4972,390976.7442,348136.753,306212.5,40548.4938,1375.7592,130612.4035,50822.097,28003.9279,20724.1244,31062.2543,619702.794,1444883.403,306366.5859
2020-10-01,939468.8075,54753.3065,207955.7345,180731.1251,134786.89,119297.5008,15455.6962,79688.131,77439.382,23367.257,54072.125,738383.882,389032.6583,349351.2237,307915.7435,39766.8421,1668.638,123645.5435,51023.9688,26326.3884,16116.7033,30178.483,618279.887,1442106.893,292695.1922
2020-11-01,941488.4236,54587.7618,203688.2963,181851.9737,138371.4443,122228.2679,16109.4384,80177.286,77929.6617,23798.245,54131.4167,737292.2724,386897.9542,350394.3182,309513.6563,39068.4304,1812.2315,126266.4894,51387.5781,27438.277,18342.5456,29098.0887,624200.545,1448334.827,291844.6031
2020-12-01,960054.9302,54248.3488,204395.9592,181503.561,154360.7575,138590.3828,15753.9537,80219.405,77792.9477,24385.669,53407.2787,740347.8484,388277.0374,352070.811,311780.8352,38792.1113,1497.8645,141914.1341,51465.9207,24048.1169,28188.0822,38212.0143,649280.66,1485118.133,320567.5288
2021-01-01,935195.5908,54346.0461,207358.2454,179475.9585,128427.5481,113085.9203,15324.1738,81460.79,75740.6696,24347.629,51393.0406,741044.871,387847.2026,353197.6684,312458.135,39352.2653,1387.2681,118410.0502,51480.3616,23815.463,13892.6462,29221.5795,638194.607,1476456.073,313897.132
2021-02-01,933761.5248,54555.3471,208041.9329,179613.8633,125208.0954,109875.2501,15305.7672,81542.771,74521.9528,24343.217,50178.7358,743142.1948,387678.7136,355463.4812,314477.2804,39506.8921,1479.3087,116097.3772,50799.6834,23365.4614,12940.2773,28991.9551,637405.847,1474796.954,308504.503
2021-03-01,950613.4776,54868.3553,209298.8386,181454.265,137351.3144,122260.5097,15063.0177,81215.908,75562.2558,24491.948,51070.3078,748072.692,390197.9032,357874.7888,316104.3944,40273.1701,1497.2242,126978.5298,51860.0697,26231.3191,18040.5379,30846.6031,646337.34,1486469.877,305117.6504
2021-04-01,950221.8414,55084.0359,212395.2847,181743.7787,131352.7335,116587.7422,14732.4763,81655.0,75841.0088,24472.937,51368.0718,751911.6805,392574.9519,359336.7286,318649.3549,39069.4396,1617.9341,122469.1521,52159.6927,25327.6863,13843.6877,31136.3655,641318.262,1494195.804,304039.2999
2021-05-01,951042.9249,54903.118,212700.5885,180830.6845,130204.9637,115349.2801,14824.1916,82616.847,73429.9487,24463.644,48966.3047,757154.8382,395862.613,361292.2252,319835.0696,39809.5017,1647.6539,120458.138,51256.3957,25274.3187,16094.9575,27832.3251,647012.719,1505641.739,304453.7752
2021-06-01,988895.4003,55436.4265,224998.1483,180966.6475,153450.061,138672.8717,14761.6603,82741.873,79490.8775,24405.78,55085.0975,765349.5802,401974.8967,363374.6834,322531.1467,38992.2542,1851.2826,144054.9426,51928.9822,26075.7235,28698.6008,37351.4982,665470.306,1541708.454,300792.9788
2021-07-01,964177.0897,55675.6611,225205.1625,180637.8727,129234.3113,114643.8644,14558.3859,83609.527,79179.4831,24275.254,54904.2291,764659.9625,400441.8654,364218.0971,323411.5814,39023.0284,1783.4873,120337.6441,51833.8221,24567.1349,13919.2727,30017.2764,659871.836,1540934.248,301067.9941
2021-08-01,966170.3899,55658.4042,221094.0976,178734.9167,136815.6567,122168.8013,14630.7814,84115.594,82726.8402,24322.469,58404.3712,761644.5313,397169.7882,364474.743,323438.7375,39264.529,1771.4766,121799.0184,51181.0527,26426.883,16674.0628,27516.8848,660316.197,1538620.167,312626.5189
2021-09-01,984651.5859,55705.7872,225910.1815,178053.4829,149955.8601,135060.3617,14858.6824,84529.835,81919.2921,24614.566,57304.7261,766371.7338,400916.0272,365455.7067,324650.1192,38782.1842,2023.4033,136360.56,51952.5307,25453.6416,24568.1805,34386.0742,669853.99,1551352.947,317810.9483
2021-10-01,967302.5674,55589.263,225569.9998,178727.1607,131839.7712,117602.6537,14212.4025,85201.527,81621.2725,24687.072,56934.2005,766262.936,399427.6651,366835.2708,325526.9241,39553.3641,1754.9826,119418.3589,51365.5485,23840.6133,14255.3663,29956.6978,664962.61,1545555.076,320736.4192
2021-11-01,966935.193,55847.8018,222142.6383,180252.049,132768.4553,118987.1789,13755.5693,84820.966,81971.9033,24763.532,57208.3713,764977.3617,397329.2471,367648.1146,326453.644,39468.0572,1726.4134,119985.928,52152.9256,23878.5269,16180.4495,27773.8931,671064.756,1551610.505,322672.3094
2021-12-01,984899.123,55622.2656,219263.2926,175548.6504,156903.8933,142401.2546,14467.3777,84830.186,74974.1373,25424.218,49549.9193,767028.3023,400168.6831,366859.6193,326565.3315,38555.2029,1739.0849,142896.6833,52746.866,24602.8898,25296.1871,40250.6134,698720.07,1560769.188,330828.539
2022-01-01,964932.2387,55714.0248,217669.8593,175808.3793,137516.0549,122658.8026,14822.2654,84188.681,75354.9031,25396.254,49958.6491,766380.104,397179.1399,369200.9642,327833.4142,39737.2037,1630.3462,123197.2316,52328.5367,25622.2198,13572.4493,31673.8988,685525.222,1553243.974,331007.2362
2022-02-01,962335.5759,55924.7182,214778.1812,175887.2615,136309.3131,122842.4879,13432.6803,85853.869,75349.7711,25336.74,50013.0311,766856.8732,398017.2925,368839.5807,328040.2504,39179.0557,1620.2746,120128.9316,50982.6466,25957.4169,13629.7921,29558.9489,680838.89,1555829.661,335671.1433
2022-03-01,988475.8388,56225.9767,220314.4866,178852.0475,151835.1044,137263.4125,14537.7149,86325.596,72118.6299,25284.19,46834.4399,774392.7629,404088.787,370303.9758,328742.3692,40014.1446,1547.462,141964.446,52291.9073,26820.9864,25727.6599,37123.7704,700012.152,1580511.863,332673.312
2022-04-01,980093.5865,56363.1827,229809.6106,179342.1257,133241.3964,118570.8608,14636.0466,86013.183,71889.7306,25124.345,46765.3856,781835.7219,410268.8035,371566.9184,329661.1909,40318.6309,1587.0965,126368.134,52732.7086,27391.7105,15072.0096,31171.5893,692096.158,1573604.372,329165.4367
2022-05-01,984655.1417,56696.9979,232426.6758,178778.9857,133175.1681,118457.2517,14683.1474,87424.483,73062.0441,25050.419,48011.6251,789678.538,416599.0898,373079.4482,330577.915,40896.3623,1605.1709,121914.5597,53203.8053,28086.9323,10239.921,30383.785,698138.995,1580157.098,325905.7126
2022-06-01,1027623.1265,57170.9983,242805.1334,179269.2959,163096.8476,147062.5315,15999.4721,87229.726,74095.0718,25202.869,48892.2028,802432.3236,426899.2124,375533.1112,331895.8556,41948.2944,1688.9611,151095.7311,54526.6141,31435.8107,24459.4625,40673.7308,717798.637,1609172.095,329401.2682
2022-07-01,1011144.2676,57248.2714,247961.2943,180316.0425,140702.2238,124355.7428,16310.1419,87906.586,74919.0221,25052.871,49866.1511,806820.1579,430239.4257,376580.7322,332319.5423,42546.7851,1714.4047,129405.0877,55155.8752,33237.0456,12483.0578,28529.0041,712682.981,1607879.341,330093.8962
2022-08-01,1015030.7492,57423.3743,249927.7366,179527.1405,142118.0212,125536.6392,16526.6119,88527.24,75091.7887,25096.613,49995.1757,811190.1925,434554.6908,376635.5017,333177.2459,41526.1393,1932.1165,128748.768,54730.4932,34072.8808,11981.1666,27964.1224,711870.823,1622868.811,337411.9061
2022-09-01,1036462.8907,57511.8403,259916.2343,180953.673,151471.0868,134818.0821,16611.8096,88573.583,78926.7209,25144.885,53781.8359,817086.8928,439372.5175,377714.3753,333928.9002,41788.2581,1997.2169,140449.277,55974.8282,35970.0721,16320.4147,32183.857,724393.856,1614529.673,340731.566
2022-10-01,1031624.3177,57717.6717,261424.328,181961.7278,142161.1989,125199.5914,16909.6265,89407.216,80849.9664,25615.695,55234.2714,820451.002,440643.7461,379807.2559,335606.2978,42153.2499,2047.7082,130323.3492,57194.6481,35721.912,8491.7482,28914.936,722424.974,1622301.137,339551.6447
2022-11-01,1024116.11,57958.5315,252533.6376,183815.0142,140807.5963,122567.3008,18198.7315,89732.675,83908.6593,25668.523,58240.1363,814382.4677,432911.0868,381471.3809,336859.7499,42810.5041,1801.1269,125824.983,58742.764,33271.8362,7530.97,26279.3078,727474.388,1655930.225,344489.7954
2022-12-01,1058955.3636,57475.1987,256393.3928,186215.2927,168931.2489,147125.265,21760.0139,88834.779,87413.8654,26090.24,61323.6254,820041.212,450076.2562,369964.9558,335904.0408,32022.692,2038.2231,151500.2861,60388.7676,32271.6214,16620.7709,42219.0292,760775.211,1685842.911,337645.1124
2023-01-01,1033331.5108,57568.4942,250340.0353,183729.4713,151208.9779,130437.5099,20745.673,89362.224,86967.1228,25647.429,61319.6938,810687.2307,439297.5811,371389.6496,337003.9473,32249.3136,2136.3887,135677.1572,61402.99,31376.8067,8876.8459,34020.4176,746345.366,1696696.645,333597.8262
2023-02-01,1030212.0053,57576.2117,244726.1022,184788.9042,152243.6867,134045.8037,18154.656,89764.212,86517.4125,25556.793,60960.6195,805585.1827,434060.4668,371524.716,337894.529,31595.9585,2034.2284,138109.4101,62697.7171,30440.8083,12433.3008,32537.4888,751166.953,1694823.724,332206.2559
2023-03-01,1039850.7777,57772.4481,242868.1715,186444.7681,160818.7034,141511.2692,19273.1912,90609.943,87591.0204,25947.269,61643.7514,805812.1809,432856.0909,372956.09,338289.8294,32431.2609,2234.9997,146447.5764,64490.9164,29078.4775,16432.176,36445.9125,767954.156,1695833.13,361168.1096
2023-04-01,1035359.2579,57816.4574,242280.3089,185913.2431,155404.7754,134791.1885,20579.0638,91977.56,88880.6776,25867.298,63013.3796,809533.1384,435977.7877,373555.3507,338791.1563,32533.2206,2230.9738,136945.4418,65746.6597,27834.3225,10954.1305,32410.2352,756143.409,1697937.713,358627.9873
2023-05-01,1049829.633,57853.2133,245159.7122,188317.7081,163723.4242,137498.4239,26192.1304,92928.858,87508.4091,25890.994,61617.4151,818826.0484,444199.9472,374626.1012,339521.0108,32765.9138,2339.1766,143495.1755,65849.8578,28262.9051,11151.9098,38230.4088,762254.406,1706533.624,353298.2232
2023-06-01,1076630.1841,58170.3414,250288.0225,193595.629,178028.9653,151310.4033,26695.286,92316.858,92984.937,25869.288,67115.649,823742.0705,447936.0151,375806.0554,340630.7813,32807.0649,2368.2092,159903.1767,67083.3193,29777.5754,19014.7233,44027.4706,781097.148,1731759.442,346163.1039
2023-07-01,1063823.411,57811.6576,245661.5271,195770.8919,168354.3392,142456.1661,25871.9161,93603.32,92896.084,26097.389,66798.695,818838.4105,443206.1322,375632.2783,340827.1142,32531.0508,2274.1133,152088.9166,68253.7519,29500.8083,13900.8679,40433.2265,771714.607,1722053.551,350153.7892
2023-08-01,1061325.4288,58016.1175,238513.6723,195564.0299,172224.6745,144532.5003,27668.4632,94003.064,94124.7226,26555.481,67569.2416,813565.1626,437703.0688,375862.0938,341345.3657,32226.8931,2289.835,153635.5436,68056.7882,30166.8135,14766.0838,40645.6051,773699.976,1731617.553,358457.0469
2023-09-01,1084842.8592,57865.6423,243504.4867,196445.1204,189035.4694,156928.7042,32088.1502,94884.454,94063.1294,26460.857,67602.2724,821576.3564,445442.9185,376133.438,341794.3521,32239.4011,2099.6847,169203.3733,67373.8235,32542.7686,23344.5856,45941.9546,782131.888,1736142.02,355170.4301
2023-10-01,1081783.7691,57792.8951,250620.4728,197987.552,176750.2937,145689.1613,31029.9994,95167.072,103098.1033,26553.83,76544.2733,822361.7322,446285.4206,376076.3116,341713.6074,32244.9557,2117.7485,156323.9336,66901.9624,30094.948,15674.2182,43652.5681,780397.709,1730128.671,355188.1435
2023-11-01,1078857.7867,57863.4499,248149.6311,200276.3588,174271.1597,143977.1113,30260.0924,94575.337,103658.8179,26555.216,77103.6019,820060.9308,442579.3682,377481.5626,343146.9455,32107.5334,2227.0838,155138.038,65648.0233,29411.316,12880.2768,47198.188,788213.487,1738698.786,353812.5265
2023-12-01,1115457.3418,57775.4326,254088.1006,208265.5339,196571.8846,164007.8791,32529.2015,94821.706,105181.9383,27223.137,77958.8013,828312.7,450578.2996,377734.4004,343251.5197,32239.3866,2243.4942,181962.7035,66216.9914,30869.2886,13483.2212,71392.9722,812646.63,1751822.676,359411.8464
2024-01-01,1089995.0483,57869.5699,240918.6813,208770.9249,185277.8746,154130.7893,31128.7373,93867.216,102252.2278,27183.464,75068.7638,813586.2341,435629.0885,377957.1455,343603.2324,32250.1841,2103.729,174156.5864,64319.6917,30972.122,15460.1099,63404.4368,799488.897,1745794.176,356577.0733
2024-02-01,1089053.7048,57876.8081,237089.0562,211080.3295,184688.5768,155021.7247,29648.4211,95104.747,101126.7187,27082.054,74044.6647,814416.1806,433211.9592,381204.2214,343881.3113,31882.5128,5440.3973,173510.8055,64570.846,29970.9803,16558.0413,62410.359,803842.548,1758465.403,359586.369
2024-03-01,1108236.1073,57982.8556,246951.3456,211877.4217,190742.1487,160936.8467,29782.57,95781.024,103897.648,26594.584,77303.064,822079.0855,440695.5681,381383.5175,344991.9226,31170.3921,5221.2028,182259.3738,64754.2629,29241.3087,18638.075,69625.1522,824296.973,1770670.661,361957.8299
2024-04-01,1097508.4616,57786.3482,243157.0723,212204.2644,183282.1283,154338.0765,28919.1448,96672.682,104711.6008,26370.52,78341.0808,818658.0048,437000.8305,381657.1743,345170.1719,31368.6527,5118.3497,174138.856,65770.9602,29313.7831,15504.9289,63548.6248,815976.008,1770481.511,358629.4565
2024-05-01,1096895.8179,58372.5116,241717.7211,214806.8698,179384.8506,152483.3443,26883.8053,96625.027,102743.089,26467.293,76275.796,822938.2144,436266.1985,386672.0159,346635.5541,31518.5224,8517.9394,171214.5144,65459.8806,30318.4586,14556.3215,60879.3037,815221.611,1779325.782,370659.3854
2024-06-01,1110773.2826,58513.5342,242128.1756,216424.8668,189715.2585,161921.5205,27765.4299,96027.172,97636.8544,26335.26,71301.5944,830414.3818,443120.8668,387293.515,347895.5661,31090.7894,8307.1596,182722.0464,67546.434,28444.4902,17137.1206,69593.4555,839726.547,1811035.718,366148.2231
2024-07-01,1111510.1039,58355.9963,252921.7221,215823.8178,180374.839,152103.8146,28235.7384,96328.432,100063.7143,26006.801,74056.9133,837256.8958,449163.6161,388093.2797,347828.7643,31644.3938,8620.1216,174189.4938,67302.6765,28360.975,15812.0277,62713.2836,838212.071,1830146.284,365863.6736
2024-08-01,1102671.0203,58455.8487,247299.6211,220359.4941,171690.6803,144101.1693,27553.14,97228.277,98994.8099,25903.702,73091.1079,837098.1311,447454.2219,389643.9092,348854.044,31029.8817,9759.9835,166578.0792,66836.0137,26604.2609,12474.9082,60662.3694,839413.467,1829284.825,363193.5751
2024-09-01,1136900.6905,58490.443,256964.016,219863.9449,194148.932,165776.7357,28329.6523,98745.376,104073.6878,26211.956,77861.7318,842059.4143,451413.1335,390646.2808,349037.2202,31841.6476,9767.413,190767.5883,68255.0111,26924.9937,24296.8638,71290.2086,861698.408,1851224.604,368002.1734
2024-10-01,1121103.7409,58685.0564,253665.7142,225195.1596,175370.132,147694.0041,27629.624,98490.629,104795.6088,26304.903,78490.7058,841043.3329,447855.1391,393188.1937,350564.3672,31181.1568,11442.6697,175264.7992,67366.5781,25538.0711,16923.372,65436.276,848776.033,1845940.724,360720.4585
2024-11-01,1122539.3481,58668.9646,251658.5442,228572.2388,175242.4302,147085.9346,28134.5226,98133.664,106141.7103,26405.477,79736.2333,840796.1907,447193.269,393602.9217,350912.0592,31204.5694,11486.2931,175601.4471,68580.4469,24973.5412,17812.2969,64234.6642,856676.696,1856357.428,369775.9571
2024-12-01,1164632.2883,58547.7389,255774.9111,245254.4256,196622.5061,167960.9591,28612.957,97510.286,109951.8501,26581.938,83369.9121,847678.4849,453108.3347,394570.1502,350680.3253,31060.0229,12829.8019,207001.9534,66933.778,25681.7818,26188.3127,88197.6419,907298.934,1892039.224,375499.4252
2025-01-01,1133552.2229,58812.257,243438.53,245913.5676,176150.0203,147632.317,28464.9973,97430.846,108063.2301,26553.156,81510.0741,837807.7063,440650.4229,397157.2834,352302.6692,31038.0995,13816.5147,187681.2866,67747.7139,25862.1992,16527.4574,77543.4931,882102.65,1866383.407,368235.8832
2025-02-01,1131247.9268,58920.5378,242803.1611,247857.9295,171954.6974,144214.243,27675.3984,98144.019,109792.7278,26606.43,83186.2978,837764.7687,440091.5623,397673.2064,352956.3246,30923.5164,13793.3654,183690.4302,67620.324,27952.7212,13610.1687,74506.8253,886835.443,1875556.155,367921.14
2025-03-01,1164961.0206,59078.452,256428.1147,249622.1856,186423.5528,158719.3706,27667.4811,100530.305,115406.1774,25975.538,89430.6394,846822.6728,447441.9168,399380.7559,353656.5223,30833.8603,14890.3733,202732.1705,66524.6263,27916.4852,26617.9636,81672.7074,918383.662,1911732.101,370937.3072
2025-04-01,1156773.2133,59302.4782,250177.0972,252276.8193,179645.6424,153389.3422,26216.9502,101016.572,112696.1565,25787.352,86908.8045,849098.8438,446570.7614,402528.0823,355032.0279,31112.0378,16384.0167,194978.213,67705.4878,30078.6338,19320.3508,77873.3686,887018.468,1895489.247,390668.3496
2025-05-01,1145409.8836,59821.3938,240558.3166,256231.4598,172086.5553,145051.5743,26992.17,101023.502,102379.1091,25667.45,76711.6591,855132.7619,448867.2427,406265.5192,355813.5343,31604.8941,18847.0908,187898.0126,70292.7994,29151.0669,11565.2183,76888.318,898310.556,1917184.887,401892.4668
2025-06-01,1174332.1561,60156.1587,247391.4374,260205.9987,186490.5349,158770.5719,27679.5619,102804.354,103452.2661,25782.654,77669.6121,863927.6208,456280.7936,407646.8272,358023.4065,30690.2839,18933.1369,206952.2692,71456.8558,31983.1927,14558.0124,88953.6123,937989.795,1956334.13,406880.289
2025-07-01,1166363.0565,60644.9058,246348.4641,264657.2768,174911.8481,148337.0112,26511.5099,101552.898,111039.2017,25640.389,85398.8127,858317.8428,448821.7948,409496.048,359318.6385,31123.7117,19053.6979,197006.012,69480.6482,31483.1297,19153.8777,76887.7744,931855.218,1973335.566,405968.8299
2025-08-01,1161012.9773,60741.7373,238357.6556,267359.9206,173970.1622,148382.663,25530.0702,102662.246,111704.0143,26231.704,85472.3103,856283.6367,446067.0242,410216.6125,360843.3851,30374.1941,18999.0333,193025.3263,70211.4437,30627.1228,13368.5975,78817.5893,929077.83,1981294.322,410727.7608
2025-09-01,1187860.3947,60914.7071,245405.845,269450.7434,190737.5263,164217.8153,26509.356,103097.666,115059.6905,26174.453,88885.2375,859834.3386,448979.8602,410854.4784,361171.9922,30700.0607,18982.4255,212966.3656,71640.895,30345.0125,26981.1853,83998.7179,948442.836,1995586.26,419783.0675
2025-10-01,1188225.1648,61304.44,251588.9715,274129.9604,179554.5857,153073.6452,26420.8715,102135.293,119676.01,26195.429,93480.581,860464.3105,447663.0948,412801.2157,362938.1782,30634.6284,19228.4092,208084.8443,72240.3884,32056.126,15924.1082,87863.6807,935548.309,1981562.475,431243.9221
2025-11-01,1192049.1588,61398.8573,251106.1915,280743.8585,175335.4482,149616.334,25640.6992,103791.12,120376.503,26552.163,93824.34,866340.0731,452071.8837,414268.1894,364147.6114,30896.725,19223.8529,205332.5827,73935.8491,30130.6264,11999.0176,89266.5575,952247.622,2012101.35,434144.3049
2025-12-01,1258117.8203,61465.7231,250979.5943,306869.3613,216013.6412,187403.3245,28517.9488,101601.613,122968.0278,41687.157,81280.8708,880270.6457,465244.8219,415025.8238,365134.7704,30973.8755,18917.1779,254879.1469,76252.3704,30986.3398,30774.3401,116865.5826,999531.518,2068319.581,442910.8557
2026-01-01,1228644.5178,61019.5601,245200.4652,309071.926,188779.1529,160981.5169,27713.879,101887.941,127848.52,41764.549,86083.971,869168.2894,454195.3163,414972.9731,365117.6763,30928.4292,18926.8675,231627.7084,74016.3744,33116.6025,23126.5072,101367.7244,981875.727,2057619.24,452563.5715
2026-02-01,1224647.849,61194.3313,243189.4762,310747.0536,183601.2792,155028.6019,28495.5234,103185.729,130394.5413,41961.117,88433.4243,872301.5663,456134.0902,416167.4762,366181.2027,30794.8653,19191.4082,221951.7414,74801.9877,34991.8619,17069.6922,95087.7037,981415.983,2066907.681,462027.1335
2026-03-01,1252354.6359,61384.9846,256326.2553,313087.9072,195002.3205,167792.6956,27120.0079,103129.58,136396.009,42040.737,94355.272,886594.8411,469981.6446,416613.1965,366563.1773,30912.3412,19137.6781,229363.7858,73749.8888,32110.6581,23155.955,100346.8109,1014930.748,2103670.964,457827.3614
2026-04-01,1246818.5767,62077.5366,253959.9928,327229.7184,174258.7184,148910.3551,25251.0653,103604.08,145768.6541,54158.018,91610.6361,893170.9739,474414.4035,418756.5703,368302.0872,30910.811,19543.6722,207878.9487,75697.4165,32414.7493,11278.0246,88488.2993,995315.768,2119882.077,469783.3587
2026-05-01,1259113.9847,62338.5727,252078.6171,329865.6291,183031.4055,157411.7598,25570.3817,105973.385,142779.1027,54171.894,88607.2087,899591.8122,477324.8263,422266.986,370197.4525,30864.7844,21204.7491,216743.0697,78039.7006,34477.8707,12688.3821,91536.6653,,,
