branche,indicateur,source,f_pvalue,r2,date,valeur
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2008-12-01,11598.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2009-12-01,13606.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2010-09-01,8788.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2010-10-01,9987.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2010-12-01,11359.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2011-02-01,2139.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2011-03-01,2849.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2011-04-01,3529.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2011-05-01,4115.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2011-06-01,4646.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2011-07-01,5382.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2011-09-01,6750.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2011-10-01,7417.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2011-11-01,7982.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2011-12-01,8727.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-01-01,681.0
