equation,type,predicteur,retard,coefficient
Construction,A_l,Industrie de transformation,2,-3.7960971490309787e-4
Construction,A_l,Finances et assurances,2,-1.9530356657543557e-5
Construction,A_l,Hébergement-restauration,2,-1.9416963456229892e-4
Construction,A_l,Pêche,2,2.266163127900438e-5
Construction,A_l,Industrie d'extraction,2,4.503246716102233e-6
Construction,A_l,Construction,2,-5.376719769229219e-4
Construction,A_l,Information-communication,2,-1.0512662828735649e-4
Construction,A_l,Immobilier,2,-1.3243104388568558e-4
Construction,A_l,Agriculture,2,1.2096478286373074e-5
Construction,A_l,Commerce,2,-4.532893116758281e-4
Construction,A_l,Transports,2,-2.6893581777357394e-4
Construction,A_l,"Électricité, gaz, eau",2,1.1850505182290989e-5
Construction,A_l,Services aux entreprises,2,-5.03824078479641e-4
Construction,A_l,Administration publique,2,-1.408772623203078e-5
Construction,A_l,Éducation-santé,2,-3.735448838461967e-4
Construction,A_l,Autres services,2,-2.696382689811646e-4
Construction,A_l,Industrie de transformation,3,3.143760170646638e-5
Construction,A_l,Finances et assurances,3,-1.4592001190121145e-4
Construction,A_l,Hébergement-restauration,3,-1.1916701308813146e-5
Construction,A_l,Pêche,3,1.979657038077108e-6
Construction,A_l,Industrie d'extraction,3,-3.683494904302112e-7
Construction,A_l,Construction,3,-1.4164557486131757e-4
Construction,A_l,Information-communication,3,6.265606018260359e-5
Construction,A_l,Immobilier,3,-1.773645538634693e-4
Construction,A_l,Agriculture,3,2.097756766329748e-6
Construction,A_l,Commerce,3,4.920485545070641e-5
Construction,A_l,Transports,3,3.513775204991454e-5
Construction,A_l,"Électricité, gaz, eau",3,1.1762460562315204e-5
Construction,A_l,Services aux entreprises,3,1.3835647406908352e-5
Construction,A_l,Administration publique,3,2.826483087728998e-6
Construction,A_l,Éducation-santé,3,-1.680540249341239e-4
Construction,A_l,Autres services,3,-4.329297720918872e-4
Construction,A_l,Industrie de transformation,4,-3.251500085538247e-5
Construction,A_l,Finances et assurances,4,4.432827675093655e-5
Construction,A_l,Hébergement-restauration,4,-1.645500083245233e-8
Construction,A_l,Pêche,4,2.684006260463745e-6
Construction,A_l,Industrie d'extraction,4,3.328199470605695e-6
Construction,A_l,Construction,4,-8.195243753861609e-5
Construction,A_l,Information-communication,4,-1.4243899444273768e-6
Construction,A_l,Immobilier,4,-4.2737360367987066e-5
Construction,A_l,Agriculture,4,6.260230215230044e-6
Construction,A_l,Commerce,4,-6.327691386251476e-5
Construction,A_l,Transports,4,-2.87485960325421e-5
Construction,A_l,"Électricité, gaz, eau",4,1.0882885081429289e-7
Construction,A_l,Services aux entreprises,4,-2.466370616879405e-5
Construction,A_l,Administration publique,4,1.0615995125025864e-5
Construction,A_l,Éducation-santé,4,-3.629990241032343e-5
Construction,A_l,Autres services,4,-2.905656510430367e-5
Construction,A_l,Industrie de transformation,5,-4.471820431531828e-6
Construction,A_l,Finances et assurances,5,-4.676050699017953e-5
Construction,A_l,Hébergement-restauration,5,-2.274868127266954e-6
Construction,A_l,Pêche,5,-2.807714370943751e-6
Construction,A_l,Industrie d'extraction,5,-5.625512475890645e-6
Construction,A_l,Construction,5,1.196040642383481e-5
Construction,A_l,Information-communication,5,4.698831518614873e-6
Construction,A_l,Immobilier,5,-1.0902008423332688e-5
Construction,A_l,Agriculture,5,6.0091974640059454e-6
Construction,A_l,Commerce,5,1.7663911013930147e-5
Construction,A_l,Transports,5,-1.0787011883864293e-5
Construction,A_l,"Électricité, gaz, eau",5,-3.9092161742922594e-5
Construction,A_l,Services aux entreprises,5,-9.51335815055541e-6
Construction,A_l,Administration publique,5,-2.727209409621772e-5
Construction,A_l,Éducation-santé,5,4.661615602654506e-5
Construction,A_l,Autres services,5,-9.165940401865173e-5
Information-communication,constante,NA,0,0.009313952850518845
Information-communication,A_l,Industrie de transformation,1,6.623517447030917e-4
Information-communication,A_l,Finances et assurances,1,0.0011360017038466019
Information-communication,A_l,Hébergement-restauration,1,1.1555073355333863e-4
Information-communication,A_l,Pêche,1,5.170730501967275e-5
Information-communication,A_l,Industrie d'extraction,1,6.837364922583301e-5
Information-communication,A_l,Construction,1,1.9608318051375162e-4
Information-communication,A_l,Information-communication,1,-5.368133143269909e-4
Information-communication,A_l,Immobilier,1,0.0021318287734879435
Information-communication,A_l,Agriculture,1,-1.96238200933203e-4
Information-communication,A_l,Commerce,1,7.469551438388927e-4
Information-communication,A_l,Transports,1,2.1698495816036538e-5
Information-communication,A_l,"Électricité, gaz, eau",1,9.902086401642326e-4
Information-communication,A_l,Services aux entreprises,1,5.556382374601065e-4
Information-communication,A_l,Administration publique,1,-0.0010899224762901585
Information-communication,A_l,Éducation-santé,1,-5.306059622337491e-4
Information-communication,A_l,Autres services,1,0.0015626753509853687
Information-communication,A_l,Industrie de transformation,2,-4.1524796403399954e-4
Information-communication,A_l,Finances et assurances,2,-1.7977419031653166e-4
Information-communication,A_l,Hébergement-restauration,2,-7.58163184009321e-5
Information-communication,A_l,Pêche,2,-7.352801078523884e-5
Information-communication,A_l,Industrie d'extraction,2,-2.7874188212264145e-5
Information-communication,A_l,Construction,2,-1.2407601838972928e-4
Information-communication,A_l,Information-communication,2,-4.571514429395231e-4
Information-communication,A_l,Immobilier,2,2.2376327069127897e-4
Information-communication,A_l,Agriculture,2,-3.342737460841794e-5
Information-communication,A_l,Commerce,2,-3.864475465525476e-4
Information-communication,A_l,Transports,2,-2.204852809829604e-4
Information-communication,A_l,"Électricité, gaz, eau",2,-3.4080396559486636e-4
Information-communication,A_l,Services aux entreprises,2,-5.069495121134381e-4
Information-communication,A_l,Administration publique,2,2.1197761841765004e-4
Information-communication,A_l,Éducation-santé,2,2.59263371844883e-4
Information-communication,A_l,Autres services,2,3.005327351056384e-4
Information-communication,A_l,Industrie de transformation,3,2.3104254630023794e-4
Information-communication,A_l,Finances et assurances,3,1.8133766773098647e-4
Information-communication,A_l,Hébergement-restauration,3,4.0302057569337164e-5
Information-communication,A_l,Pêche,3,2.1912461475287875e-6
Information-communication,A_l,Industrie d'extraction,3,-1.0747752668058735e-5
Information-communication,A_l,Construction,3,2.4990665662955546e-4
Information-communication,A_l,Information-communication,3,-1.329108795761048e-4
Information-communication,A_l,Immobilier,3,-7.994395154728587e-5
Information-communication,A_l,Agriculture,3,-9.314884762751505e-6
Information-communication,A_l,Commerce,3,2.4197019930293192e-4
Information-communication,A_l,Transports,3,1.4521895166273355e-4
Information-communication,A_l,"Électricité, gaz, eau",3,5.655431040585799e-5
Information-communication,A_l,Services aux entreprises,3,1.8316618078157782e-4
Information-communication,A_l,Administration publique,3,9.659114414616809e-5
Information-communication,A_l,Éducation-santé,3,2.121132159466933e-5
Information-communication,A_l,Autres services,3,-1.2544621431318561e-5
Information-communication,A_l,Industrie de transformation,4,1.0497321020504646e-5
Information-communication,A_l,Finances et assurances,4,1.9004402984880618e-4
Information-communication,A_l,Hébergement-restauration,4,1.2848997402682665e-5
Information-communication,A_l,Pêche,4,4.469195513577634e-5
Information-communication,A_l,Industrie d'extraction,4,1.6755698276989807e-5
Information-communication,A_l,Construction,4,4.6530127825843026e-5
Information-communication,A_l,Information-communication,4,-3.4991728052459185e-6
Information-communication,A_l,Immobilier,4,3.443260471379262e-4
Information-communication,A_l,Agriculture,4,2.732430173916274e-5
Information-communication,A_l,Commerce,4,5.406214136773193e-5
Information-communication,A_l,Transports,4,5.934434310374522e-6
Information-communication,A_l,"Électricité, gaz, eau",4,6.321037557568874e-5
Information-communication,A_l,Services aux entreprises,4,5.539937009864514e-6
Information-communication,A_l,Administration publique,4,3.0591652350847094e-4
Information-communication,A_l,Éducation-santé,4,-3.1143302707763696e-4
Information-communication,A_l,Autres services,4,2.50223243250583e-4
Information-communication,A_l,Industrie de transformation,5,-1.639076219892262e-5
Information-communication,A_l,Finances et assurances,5,-1.24157720641644e-4
Information-communication,A_l,Hébergement-restauration,5,-2.5282524837989923e-6
Information-communication,A_l,Pêche,5,-1.8746699214515558e-5
Information-communication,A_l,Industrie d'extraction,5,-2.7883754315221143e-6
Information-communication,A_l,Construction,5,-1.4010745840027098e-5
Information-communication,A_l,Information-communication,5,1.0041335900383682e-5
Information-communication,A_l,Immobilier,5,6.765984250745009e-5
Information-communication,A_l,Agriculture,5,5.402916059676745e-6
Information-communication,A_l,Commerce,5,-5.596243904679672e-6
Information-communication,A_l,Transports,5,-8.223409884547955e-7
Information-communication,A_l,"Électricité, gaz, eau",5,1.7086912407661991e-6
Information-communication,A_l,Services aux entreprises,5,-2.2958510901725183e-6
Information-communication,A_l,Administration publique,5,7.83839211879283e-5
Information-communication,A_l,Éducation-santé,5,-5.840176694097543e-6
Information-communication,A_l,Autres services,5,2.4112893052888085e-5
Immobilier,constante,NA,0,0.0051468966216465005
Immobilier,A_l,Industrie de transformation,1,5.740787645663325e-5
Immobilier,A_l,Finances et assurances,1,3.0706231673952315e-4
Immobilier,A_l,Hébergement-restauration,1,5.552260708705923e-5
Immobilier,A_l,Pêche,1,-5.7389163172691574e-5
Immobilier,A_l,Industrie d'extraction,1,2.671938166181226e-5
Immobilier,A_l,Construction,1,3.9307061880440976e-4
Immobilier,A_l,Information-communication,1,-1.3114841579080707e-4
Immobilier,A_l,Immobilier,1,1.6718303890648833e-4
Immobilier,A_l,Agriculture,1,1.209765075422523e-5
Immobilier,A_l,Commerce,1,9.471829742696005e-5
Immobilier,A_l,Transports,1,1.0291449587769059e-4
Immobilier,A_l,"Électricité, gaz, eau",1,1.222877483932143e-4
Immobilier,A_l,Services aux entreprises,1,1.1391286755874292e-4
Immobilier,A_l,Administration publique,1,2.119808772787809e-4
Immobilier,A_l,Éducation-santé,1,2.4238169006489824e-4
Immobilier,A_l,Autres services,1,7.42983241134617e-4
Immobilier,A_l,Industrie de transformation,2,6.80536593560933e-5
Immobilier,A_l,Finances et assurances,2,1.1554157299559283e-5
Immobilier,A_l,Hébergement-restauration,2,1.302528182947719e-5
Immobilier,A_l,Pêche,2,1.3962386382024541e-5
Immobilier,A_l,Industrie d'extraction,2,-8.609910336522803e-6
Immobilier,A_l,Construction,2,6.339522572776082e-5
Immobilier,A_l,Information-communication,2,-3.923438983417099e-5
Immobilier,A_l,Immobilier,2,1.0282982188100099e-4
Immobilier,A_l,Agriculture,2,6.230240118971603e-6
Immobilier,A_l,Commerce,2,7.760826333845039e-5
Immobilier,A_l,Transports,2,3.230405592911065e-5
Immobilier,A_l,"Électricité, gaz, eau",2,3.966818876229782e-5
Immobilier,A_l,Services aux entreprises,2,6.4366151745895e-5
Immobilier,A_l,Administration publique,2,9.676928176942396e-7
Immobilier,A_l,Éducation-santé,2,-3.9728862883549094e-5
Immobilier,A_l,Autres services,2,9.412750626783683e-5
Immobilier,A_l,Industrie de transformation,3,-3.1621860127884025e-5
Immobilier,A_l,Finances et assurances,3,2.3068037212720407e-5
Immobilier,A_l,Hébergement-restauration,3,-1.344943801579642e-5
Immobilier,A_l,Pêche,3,-2.5176449379296632e-6
Immobilier,A_l,Industrie d'extraction,3,3.925100596170829e-6
Immobilier,A_l,Construction,3,-4.1441062936660954e-5
Immobilier,A_l,Information-communication,3,8.532224020029778e-6
Immobilier,A_l,Immobilier,3,2.9513036776821172e-5
Immobilier,A_l,Agriculture,3,3.919916779264055e-6
Immobilier,A_l,Commerce,3,-3.812414456577455e-5
Immobilier,A_l,Transports,3,-2.538558481934782e-5
Immobilier,A_l,"Électricité, gaz, eau",3,-8.724903809710412e-6
Immobilier,A_l,Services aux entreprises,3,-3.348320817171817e-5
Immobilier,A_l,Administration publique,3,4.3791120376265516e-5
Immobilier,A_l,Éducation-santé,3,4.234196832217057e-5
Immobilier,A_l,Autres services,3,5.032036202398184e-6
Immobilier,A_l,Industrie de transformation,4,1.1177492324771787e-6
Immobilier,A_l,Finances et assurances,4,-2.4942207541738057e-5
Immobilier,A_l,Hébergement-restauration,4,-2.855382717494081e-6
Immobilier,A_l,Pêche,4,3.111312052824042e-6
Immobilier,A_l,Industrie d'extraction,4,7.047133359887167e-8
Immobilier,A_l,Construction,4,-5.719515562616866e-7
Immobilier,A_l,Information-communication,4,-7.441896994965201e-6
Immobilier,A_l,Immobilier,4,-2.4575798260700238e-5
Immobilier,A_l,Agriculture,4,6.439543348309824e-6
Immobilier,A_l,Commerce,4,1.917049705908225e-6
Immobilier,A_l,Transports,4,-1.3610352748220453e-6
Immobilier,A_l,"Électricité, gaz, eau",4,4.015725083180702e-6
Immobilier,A_l,Services aux entreprises,4,-6.5002018964625276e-6
Immobilier,A_l,Administration publique,4,2.1474883133638973e-5
Immobilier,A_l,Éducation-santé,4,-5.5604587309179986e-5
Immobilier,A_l,Autres services,4,-5.9199765380342635e-5
Immobilier,A_l,Industrie de transformation,5,-2.1761542618942017e-6
Immobilier,A_l,Finances et assurances,5,-3.4995891978655745e-6
Immobilier,A_l,Hébergement-restauration,5,3.82039473944912e-7
Immobilier,A_l,Pêche,5,-1.4892712833390156e-6
Immobilier,A_l,Industrie d'extraction,5,4.5926461514139485e-7
Immobilier,A_l,Construction,5,1.27903491430409e-6
Immobilier,A_l,Information-communication,5,4.969690476455064e-6
Immobilier,A_l,Immobilier,5,-1.8388117113543722e-6
Immobilier,A_l,Agriculture,5,5.493204800612372e-7
Immobilier,A_l,Commerce,5,2.3681027651873374e-6
Immobilier,A_l,Transports,5,-1.6828866006615146e-7
Immobilier,A_l,"Électricité, gaz, eau",5,-9.323813868041962e-6
Immobilier,A_l,Services aux entreprises,5,1.9866619051431508e-7
Immobilier,A_l,Administration publique,5,4.992024055230973e-6
Immobilier,A_l,Éducation-santé,5,1.499201328991431e-5
Immobilier,A_l,Autres services,5,-8.646448522938874e-6
Agriculture,constante,NA,0,0.006582916194689297
Agriculture,A_l,Industrie de transformation,1,2.80347649740894e-4
Agriculture,A_l,Finances et assurances,1,-0.0035553995383387897
Agriculture,A_l,Hébergement-restauration,1,6.356807957237729e-4
Agriculture,A_l,Pêche,1,-2.4300332837063292e-4
Agriculture,A_l,Industrie d'extraction,1,2.1381917374947983e-5
Agriculture,A_l,Construction,1,0.0032320507030309314
Agriculture,A_l,Information-communication,1,0.0017316523626423335
Agriculture,A_l,Immobilier,1,-2.672845793326749e-4
Agriculture,A_l,Agriculture,1,1.1593289531479226e-4
Agriculture,A_l,Commerce,1,7.76802662238179e-4
Agriculture,A_l,Transports,1,0.001316108000610857
Agriculture,A_l,"Électricité, gaz, eau",1,-8.273916224674582e-4
Agriculture,A_l,Services aux entreprises,1,0.001343889661896126
Agriculture,A_l,Administration publique,1,-5.229854005709507e-4
Agriculture,A_l,Éducation-santé,1,0.004772622844603494
Agriculture,A_l,Autres services,1,0.0017965614832377132
Agriculture,A_l,Industrie de transformation,2,8.140962365797542e-4
Agriculture,A_l,Finances et assurances,2,5.9087473314876854e-5
Agriculture,A_l,Hébergement-restauration,2,2.0131168088708583e-4
Agriculture,A_l,Pêche,2,9.291937132879793e-5
Agriculture,A_l,Industrie d'extraction,2,-1.8522063520954294e-5
Agriculture,A_l,Construction,2,-5.619339983547176e-6
Agriculture,A_l,Information-communication,2,4.453946734387515e-4
Agriculture,A_l,Immobilier,2,-3.900225893440094e-4
Agriculture,A_l,Agriculture,2,-6.109689548624578e-5
Agriculture,A_l,Commerce,2,0.001046961390881133
Agriculture,A_l,Transports,2,3.707513546542634e-4
Agriculture,A_l,"Électricité, gaz, eau",2,3.36636698010714e-4
Agriculture,A_l,Services aux entreprises,2,9.342441399214044e-4
Agriculture,A_l,Administration publique,2,-5.969563066849416e-5
Agriculture,A_l,Éducation-santé,2,0.0011045570742349354
Agriculture,A_l,Autres services,2,2.607002295696802e-4
Agriculture,A_l,Industrie de transformation,3,-5.286664193613937e-4
Agriculture,A_l,Finances et assurances,3,9.993008765504888e-5
Agriculture,A_l,Hébergement-restauration,3,-1.8328786930674578e-4
Agriculture,A_l,Pêche,3,-3.6460941841641183e-6
Agriculture,A_l,Industrie d'extraction,3,-8.102902914235573e-6
Agriculture,A_l,Construction,3,-7.938677284930395e-4
Agriculture,A_l,Information-communication,3,1.2013991446784876e-4
Agriculture,A_l,Immobilier,3,1.7154756289415986e-5
Agriculture,A_l,Agriculture,3,-2.996087694056925e-5
Agriculture,A_l,Commerce,3,-5.997735809858362e-4
Agriculture,A_l,Transports,3,-4.0024371505598187e-4
Agriculture,A_l,"Électricité, gaz, eau",3,-1.5652646967294868e-4
Agriculture,A_l,Services aux entreprises,3,-6.130370569849373e-4
Agriculture,A_l,Administration publique,3,-1.52008771719156e-4
Agriculture,A_l,Éducation-santé,3,3.0908568558913e-4
Agriculture,A_l,Autres services,3,-2.30535441487032e-4
Agriculture,A_l,Industrie de transformation,4,-5.096595952130909e-5
Agriculture,A_l,Finances et assurances,4,-8.550781383285518e-5
Agriculture,A_l,Hébergement-restauration,4,-4.208025150967292e-5
Agriculture,A_l,Pêche,4,-1.857148569519749e-5
Agriculture,A_l,Industrie d'extraction,4,6.925801340467325e-6
Agriculture,A_l,Construction,4,2.688672350896433e-5
Agriculture,A_l,Information-communication,4,8.03892444398343e-5
Agriculture,A_l,Immobilier,4,-1.042192414082341e-4
Agriculture,A_l,Agriculture,4,-7.806116910393642e-5
Agriculture,A_l,Commerce,4,-8.328550272421003e-5
Agriculture,A_l,Transports,4,-1.7852907412480294e-5
Agriculture,A_l,"Électricité, gaz, eau",4,-1.1333901329039116e-4
Agriculture,A_l,Services aux entreprises,4,-5.873955863347032e-5
Agriculture,A_l,Administration publique,4,-1.7704302910875685e-4
Agriculture,A_l,Éducation-santé,4,1.4675108216101077e-4
Agriculture,A_l,Autres services,4,-7.645680954604365e-4
Agriculture,A_l,Industrie de transformation,5,4.761256357772358e-5
Agriculture,A_l,Finances et assurances,5,8.722459225269635e-5
Agriculture,A_l,Hébergement-restauration,5,1.5861973097445782e-6
Agriculture,A_l,Pêche,5,3.919955372230144e-6
Agriculture,A_l,Industrie d'extraction,5,5.416288859383245e-6
Agriculture,A_l,Construction,5,8.468803451689893e-5
Agriculture,A_l,Information-communication,5,-2.4766984803580402e-5
Agriculture,A_l,Immobilier,5,2.8521506813303924e-5
Agriculture,A_l,Agriculture,5,-1.3795618463984609e-05
Agriculture,A_l,Commerce,5,4.406422850544679e-5
Agriculture,A_l,Transports,5,-1.304675027930026e-5
Agriculture,A_l,"Électricité, gaz, eau",5,3.559752795771389e-6
Agriculture,A_l,Services aux entreprises,5,-2.007758115094454e-5
Agriculture,A_l,Administration publique,5,-8.347974681283045e-5
Agriculture,A_l,Éducation-santé,5,-2.9054837201130904e-5
Agriculture,A_l,Autres services,5,-1.1033980097614884e-4
Commerce,constante,NA,0,0.003516895256820765
Commerce,A_l,Industrie de transformation,1,-0.0016454896755434122
Commerce,A_l,Finances et assurances,1,0.002400719874805117
Commerce,A_l,Hébergement-restauration,1,-2.6581753102228263e-4
Commerce,A_l,Pêche,1,-2.5047031141198965e-4
Commerce,A_l,Industrie d'extraction,1,4.692626272326576e-5
Commerce,A_l,Construction,1,-0.0017213362336726099
Commerce,A_l,Information-communication,1,-3.783163351673396e-4
Commerce,A_l,Immobilier,1,0.0030047835124504835
Commerce,A_l,Agriculture,1,5.0996165482631414e-5
Commerce,A_l,Commerce,1,-0.0018086336006741845
Commerce,A_l,Transports,1,-0.0012711875030598837
Commerce,A_l,"Électricité, gaz, eau",1,-4.8683656085305837e-4
Commerce,A_l,Services aux entreprises,1,-0.0014202696808359237
Commerce,A_l,Administration publique,1,9.244348833055959e-4
Commerce,A_l,Éducation-santé,1,0.0021075148312969774
Commerce,A_l,Autres services,1,0.00841076065082364
Commerce,A_l,Industrie de transformation,2,5.404445690826575e-6
Commerce,A_l,Finances et assurances,2,-2.624902408654763e-5
Commerce,A_l,Hébergement-restauration,2,-1.4416779360838268e-4
Commerce,A_l,Pêche,2,5.052917678693179e-5
Commerce,A_l,Industrie d'extraction,2,1.2333366884633798e-5
Commerce,A_l,Construction,2,8.175599793850893e-5
Commerce,A_l,Information-communication,2,5.156719093450825e-6
Commerce,A_l,Immobilier,2,-5.8650578835751726e-5
Commerce,A_l,Agriculture,2,-4.659460829842066e-5
Commerce,A_l,Commerce,2,-3.733647362045852e-5
Commerce,A_l,Transports,2,-5.156109188745437e-6
Commerce,A_l,"Électricité, gaz, eau",2,1.0159508868331693e-4
Commerce,A_l,Services aux entreprises,2,-5.214747867917921e-5
Commerce,A_l,Administration publique,2,-4.838621406454257e-5
Commerce,A_l,Éducation-santé,2,-6.460536303251037e-4
Commerce,A_l,Autres services,2,-0.0010159536120070338
Commerce,A_l,Industrie de transformation,3,-3.965695031798263e-5
Commerce,A_l,Finances et assurances,3,1.7972300560315612e-5
Commerce,A_l,Hébergement-restauration,3,-1.637701267018947e-5
Commerce,A_l,Pêche,3,-1.1715020267596744e-5
Commerce,A_l,Industrie d'extraction,3,-1.635210257081659e-5
Commerce,A_l,Construction,3,-1.7768296163196847e-4
Commerce,A_l,Information-communication,3,4.743613155264044e-5
Commerce,A_l,Immobilier,3,-4.473819734169073e-5
Commerce,A_l,Agriculture,3,-3.2337662283155657e-6
Commerce,A_l,Commerce,3,-1.1175215640444805e-4
Commerce,A_l,Transports,3,-1.3139188801341346e-5
Commerce,A_l,"Électricité, gaz, eau",3,1.720411706948641e-5
Commerce,A_l,Services aux entreprises,3,-3.739510983124179e-5
Commerce,A_l,Administration publique,3,1.1744661446426832e-7
Commerce,A_l,Éducation-santé,3,-3.165172401427852e-5
Commerce,A_l,Autres services,3,-1.7402716664914738e-4
Commerce,A_l,Industrie de transformation,4,-5.35514878216763e-5
Commerce,A_l,Finances et assurances,4,-3.419385442632004e-5
Commerce,A_l,Hébergement-restauration,4,-1.4385064532801671e-5
Commerce,A_l,Pêche,4,9.529454921944328e-6
Commerce,A_l,Industrie d'extraction,4,7.994997199703707e-6
Commerce,A_l,Construction,4,-8.329481315679975e-5
Commerce,A_l,Information-communication,4,-1.3077009755037319e-5
Commerce,A_l,Immobilier,4,-3.830683853550271e-5
Commerce,A_l,Agriculture,4,-8.581929373093852e-6
Commerce,A_l,Commerce,4,-4.764873579840673e-5
Commerce,A_l,Transports,4,-5.075554240158573e-5
Commerce,A_l,"Électricité, gaz, eau",4,-4.293587811749111e-6
Commerce,A_l,Services aux entreprises,4,-7.32902354890716e-5
Commerce,A_l,Administration publique,4,8.477858021214857e-6
Commerce,A_l,Éducation-santé,4,-1.6012301053788109e-4
Commerce,A_l,Autres services,4,-1.4968252189707785e-4
Commerce,A_l,Industrie de transformation,5,2.0378297380189474e-5
Commerce,A_l,Finances et assurances,5,-5.1104358407375065e-5
Commerce,A_l,Hébergement-restauration,5,1.3882371180285097e-6
Commerce,A_l,Pêche,5,-6.902044685460238e-6
Commerce,A_l,Industrie d'extraction,5,-4.621995914478705e-6
Commerce,A_l,Construction,5,5.0615866252726664e-5
Commerce,A_l,Information-communication,5,-7.24614745395904e-6
Commerce,A_l,Immobilier,5,-3.592582332474628e-5
Commerce,A_l,Agriculture,5,1.1956046038174595e-5
Commerce,A_l,Commerce,5,3.459278266694452e-5
Commerce,A_l,Transports,5,-6.884320492156264e-7
Commerce,A_l,"Électricité, gaz, eau",5,-3.4665703076398554e-5
Commerce,A_l,Services aux entreprises,5,3.296719686330994e-6
Commerce,A_l,Administration publique,5,-1.884573920229046e-5
Commerce,A_l,Éducation-santé,5,9.75023122022347e-6
Commerce,A_l,Autres services,5,-1.340843935818426e-4
Transports,constante,NA,0,-9.68996485978855e-4
Transports,A_l,Industrie de transformation,1,-5.248168334780293e-4
Transports,A_l,Finances et assurances,1,0.007071744885312976
Transports,A_l,Hébergement-restauration,1,8.576320332321378e-4
Transports,A_l,Pêche,1,-4.705561702569812e-4
Transports,A_l,Industrie d'extraction,1,1.317676636216641e-4
Transports,A_l,Construction,1,-0.0026749421695460816
Transports,A_l,Information-communication,1,-0.0017635623549699566
Transports,A_l,Immobilier,1,0.007635247744422124
Transports,A_l,Agriculture,1,5.446276822153477e-4
Transports,A_l,Commerce,1,-7.964998612766514e-6
Transports,A_l,Transports,1,-0.0011727199495758316
Transports,A_l,"Électricité, gaz, eau",1,5.028815197212666e-4
Transports,A_l,Services aux entreprises,1,9.741895329470538e-4
Transports,A_l,Administration publique,1,0.0012575859663103083
Transports,A_l,Éducation-santé,1,0.00781992181540354
Transports,A_l,Autres services,1,0.030121184312352223
Transports,A_l,Industrie de transformation,2,-3.245224543439804e-4
Transports,A_l,Finances et assurances,2,-5.27183696999525e-4
Transports,A_l,Hébergement-restauration,2,-4.1489347721726223e-4
Transports,A_l,Pêche,2,1.3750961289311122e-4
Transports,A_l,Industrie d'extraction,2,-1.1447034307703936e-9
Transports,A_l,Construction,2,-5.178466777433666e-4
Transports,A_l,Information-communication,2,2.854657236841517e-5
Transports,A_l,Immobilier,2,-6.933637892291869e-5
Transports,A_l,Agriculture,2,-4.1994292050378386e-5
Transports,A_l,Commerce,2,-3.065682846359675e-4
Transports,A_l,Transports,2,-3.623816396800416e-4
Transports,A_l,"Électricité, gaz, eau",2,3.349731835132404e-5
Transports,A_l,Services aux entreprises,2,-4.849796693756202e-4
Transports,A_l,Administration publique,2,-2.1808979106916878e-4
Transports,A_l,Éducation-santé,2,-2.398516212359426e-4
Transports,A_l,Autres services,2,-7.856729628453294e-4
Transports,A_l,Industrie de transformation,3,-2.9295411654822328e-5
Transports,A_l,Finances et assurances,3,-2.5931160343655455e-4
Transports,A_l,Hébergement-restauration,3,-6.547172228747497e-5
Transports,A_l,Pêche,3,-2.8724496414458098e-5
Transports,A_l,Industrie d'extraction,3,-1.961243019716276e-5
Transports,A_l,Construction,3,-2.5109103746407036e-4
Transports,A_l,Information-communication,3,7.455431552278823e-5
Transports,A_l,Immobilier,3,-6.640678009853349e-5
Transports,A_l,Agriculture,3,-3.7224711576428707e-7
Transports,A_l,Commerce,3,-1.4380311580740752e-4
Transports,A_l,Transports,3,4.5131892353184535e-5
Transports,A_l,"Électricité, gaz, eau",3,-2.3981578509792364e-5
Transports,A_l,Services aux entreprises,3,-9.014029968404947e-5
Transports,A_l,Administration publique,3,-1.5215924030835925e-4
Transports,A_l,Éducation-santé,3,-2.0296902320211903e-5
Transports,A_l,Autres services,3,-6.369852018650598e-4
Transports,A_l,Industrie de transformation,4,-1.1821032498903341e-4
Transports,A_l,Finances et assurances,4,6.399831705478849e-5
Transports,A_l,Hébergement-restauration,4,-2.3781294522320372e-5
Transports,A_l,Pêche,4,1.94142507765888e-5
Transports,A_l,Industrie d'extraction,4,2.7880078836577617e-5
Transports,A_l,Construction,4,-2.969813350146667e-4
Transports,A_l,Information-communication,4,3.3137089539634765e-5
Transports,A_l,Immobilier,4,-1.5360468995797332e-5
Transports,A_l,Agriculture,4,-1.2060282843799966e-5
Transports,A_l,Commerce,4,-1.9958581750142203e-4
Transports,A_l,Transports,4,-1.1453785697164167e-4
Transports,A_l,"Électricité, gaz, eau",4,2.141410305480432e-6
Transports,A_l,Services aux entreprises,4,-1.7949199411740072e-4
Transports,A_l,Administration publique,4,-7.282691848139158e-5
Transports,A_l,Éducation-santé,4,1.775273146747291e-5
Transports,A_l,Autres services,4,-2.711436296696753e-4
Transports,A_l,Industrie de transformation,5,1.0474351488868012e-5
Transports,A_l,Finances et assurances,5,-1.8283983890195093e-4
Transports,A_l,Hébergement-restauration,5,-1.2721189151458747e-6
Transports,A_l,Pêche,5,-2.3483947309987678e-5
Transports,A_l,Industrie d'extraction,5,-2.069008736052598e-5
Transports,A_l,Construction,5,2.911683455249188e-5
Transports,A_l,Information-communication,5,-1.3982633672825046e-5
Transports,A_l,Immobilier,5,-5.169158782025733e-5
Transports,A_l,Agriculture,5,2.9286529888629933e-5
Transports,A_l,Commerce,5,6.74241613681922e-5
Transports,A_l,Transports,5,-3.942035739145798e-5
