equation,type,predicteur,retard,coefficient
Transports,A_l,"Électricité, gaz, eau",5,-9.772982635488673e-5
Transports,A_l,Services aux entreprises,5,-5.32677994248312e-5
Transports,A_l,Administration publique,5,-1.7933477134549704e-4
Transports,A_l,Éducation-santé,5,1.1539673290428089e-4
Transports,A_l,Autres services,5,-3.904590578453876e-4
"Électricité, gaz, eau",constante,NA,0,0.010456479413924127
"Électricité, gaz, eau",A_l,Industrie de transformation,1,-0.0029766707983145896
"Électricité, gaz, eau",A_l,Finances et assurances,1,-2.4191565045007148e-4
"Électricité, gaz, eau",A_l,Hébergement-restauration,1,-5.007256386071193e-4
"Électricité, gaz, eau",A_l,Pêche,1,-2.2938926037212835e-4
"Électricité, gaz, eau",A_l,Industrie d'extraction,1,-2.0262835097142466e-4
"Électricité, gaz, eau",A_l,Construction,1,-0.004726957526161764
"Électricité, gaz, eau",A_l,Information-communication,1,-6.216456301755886e-4
"Électricité, gaz, eau",A_l,Immobilier,1,0.00116816635612891
"Électricité, gaz, eau",A_l,Agriculture,1,3.530146671987228e-4
"Électricité, gaz, eau",A_l,Commerce,1,-0.0026589684078542376
"Électricité, gaz, eau",A_l,Transports,1,-0.001799428131074929
"Électricité, gaz, eau",A_l,"Électricité, gaz, eau",1,-0.0011182097992211842
"Électricité, gaz, eau",A_l,Services aux entreprises,1,-0.002854487783225434
"Électricité, gaz, eau",A_l,Administration publique,1,4.5949940604335176e-4
"Électricité, gaz, eau",A_l,Éducation-santé,1,0.0014881329994351354
"Électricité, gaz, eau",A_l,Autres services,1,0.004660752305019
"Électricité, gaz, eau",A_l,Industrie de transformation,2,1.990528969186402e-4
"Électricité, gaz, eau",A_l,Finances et assurances,2,-5.554922997515521e-4
"Électricité, gaz, eau",A_l,Hébergement-restauration,2,-7.041430501914096e-5
"Électricité, gaz, eau",A_l,Pêche,2,5.058901644398083e-5
"Électricité, gaz, eau",A_l,Industrie d'extraction,2,4.239211843821181e-6
"Électricité, gaz, eau",A_l,Construction,2,2.1255848988996958e-4
"Électricité, gaz, eau",A_l,Information-communication,2,2.6129948427756796e-4
"Électricité, gaz, eau",A_l,Immobilier,2,-5.925775940619568e-4
"Électricité, gaz, eau",A_l,Agriculture,2,-7.491862870551964e-5
"Électricité, gaz, eau",A_l,Commerce,2,-7.628594027947936e-5
"Électricité, gaz, eau",A_l,Transports,2,5.159153637893644e-5
"Électricité, gaz, eau",A_l,"Électricité, gaz, eau",2,5.017049953337921e-5
"Électricité, gaz, eau",A_l,Services aux entreprises,2,1.977382660732614e-4
"Électricité, gaz, eau",A_l,Administration publique,2,-8.323251116999496e-5
"Électricité, gaz, eau",A_l,Éducation-santé,2,4.990935490902167e-4
"Électricité, gaz, eau",A_l,Autres services,2,-0.0010805611040797024
"Électricité, gaz, eau",A_l,Industrie de transformation,3,-3.0049466557370005e-5
"Électricité, gaz, eau",A_l,Finances et assurances,3,-3.0959923204901564e-5
"Électricité, gaz, eau",A_l,Hébergement-restauration,3,2.5235103093609067e-5
"Électricité, gaz, eau",A_l,Pêche,3,1.5387662886769348e-5
"Électricité, gaz, eau",A_l,Industrie d'extraction,3,7.497123630553145e-6
"Électricité, gaz, eau",A_l,Construction,3,-1.138852348552286e-5
"Électricité, gaz, eau",A_l,Information-communication,3,-2.8232606607129687e-5
"Électricité, gaz, eau",A_l,Immobilier,3,4.906658364965776e-5
"Électricité, gaz, eau",A_l,Agriculture,3,5.342111014628893e-5
"Électricité, gaz, eau",A_l,Commerce,3,-1.2290574722985144e-5
"Électricité, gaz, eau",A_l,Transports,3,2.3012437863552697e-5
"Électricité, gaz, eau",A_l,"Électricité, gaz, eau",3,2.9412484728550547e-6
"Électricité, gaz, eau",A_l,Services aux entreprises,3,3.503992214768335e-5
"Électricité, gaz, eau",A_l,Administration publique,3,-2.0140861170942814e-6
"Électricité, gaz, eau",A_l,Éducation-santé,3,5.869163133741286e-5
"Électricité, gaz, eau",A_l,Autres services,3,3.063948472287524e-5
"Électricité, gaz, eau",A_l,Industrie de transformation,4,-3.389360792293953e-5
"Électricité, gaz, eau",A_l,Finances et assurances,4,-8.0703745163052e-5
"Électricité, gaz, eau",A_l,Hébergement-restauration,4,-9.454322056340927e-6
"Électricité, gaz, eau",A_l,Pêche,4,-2.829200889705468e-5
"Électricité, gaz, eau",A_l,Industrie d'extraction,4,2.177081274130552e-6
"Électricité, gaz, eau",A_l,Construction,4,-4.1469288236073605e-5
"Électricité, gaz, eau",A_l,Information-communication,4,1.082569347027455e-5
"Électricité, gaz, eau",A_l,Immobilier,4,-1.6798967989123574e-5
"Électricité, gaz, eau",A_l,Agriculture,4,-8.098980628099752e-6
"Électricité, gaz, eau",A_l,Commerce,4,-6.355299025310902e-5
"Électricité, gaz, eau",A_l,Transports,4,-4.5039668327995546e-5
"Électricité, gaz, eau",A_l,"Électricité, gaz, eau",4,-4.8206701397466e-5
"Électricité, gaz, eau",A_l,Services aux entreprises,4,-6.288424726372808e-5
"Électricité, gaz, eau",A_l,Administration publique,4,-1.37957251704729e-4
"Électricité, gaz, eau",A_l,Éducation-santé,4,4.3779471193360726e-4
"Électricité, gaz, eau",A_l,Autres services,4,-4.6731222884043575e-5
"Électricité, gaz, eau",A_l,Industrie de transformation,5,2.0331174862302158e-5
"Électricité, gaz, eau",A_l,Finances et assurances,5,-2.031987458643079e-5
"Électricité, gaz, eau",A_l,Hébergement-restauration,5,4.5911035923103125e-6
"Électricité, gaz, eau",A_l,Pêche,5,2.3253216650548387e-6
"Électricité, gaz, eau",A_l,Industrie d'extraction,5,-5.582059942002373e-6
"Électricité, gaz, eau",A_l,Construction,5,-3.903411818221724e-6
"Électricité, gaz, eau",A_l,Information-communication,5,3.485435918561754e-5
"Électricité, gaz, eau",A_l,Immobilier,5,-6.496175782237375e-5
"Électricité, gaz, eau",A_l,Agriculture,5,-4.4635484969066356e-6
"Électricité, gaz, eau",A_l,Commerce,5,4.2963792274492257e-05
"Électricité, gaz, eau",A_l,Transports,5,6.430851313007535e-6
"Électricité, gaz, eau",A_l,"Électricité, gaz, eau",5,-5.848284978177971e-6
"Électricité, gaz, eau",A_l,Services aux entreprises,5,9.691551958056346e-6
"Électricité, gaz, eau",A_l,Administration publique,5,-1.0043305389164862e-4
"Électricité, gaz, eau",A_l,Éducation-santé,5,4.820332344465077e-5
"Électricité, gaz, eau",A_l,Autres services,5,-7.568928246403422e-5
Services aux entreprises,constante,NA,0,0.009695445421329042
Services aux entreprises,A_l,Industrie de transformation,1,-0.0024906114602043683
Services aux entreprises,A_l,Finances et assurances,1,0.0034536022614410867
Services aux entreprises,A_l,Hébergement-restauration,1,-4.2830393495967576e-4
Services aux entreprises,A_l,Pêche,1,-2.583728202879648e-4
Services aux entreprises,A_l,Industrie d'extraction,1,4.8298342443859135e-5
Services aux entreprises,A_l,Construction,1,-0.0033540924613896226
Services aux entreprises,A_l,Information-communication,1,-0.001020915480359263
Services aux entreprises,A_l,Immobilier,1,0.004565901400860139
Services aux entreprises,A_l,Agriculture,1,3.6394565513290703e-4
Services aux entreprises,A_l,Commerce,1,-0.002486654764165901
Services aux entreprises,A_l,Transports,1,-0.002033420160171707
Services aux entreprises,A_l,"Électricité, gaz, eau",1,-5.479482489553254e-4
Services aux entreprises,A_l,Services aux entreprises,1,-0.0018478524243364484
Services aux entreprises,A_l,Administration publique,1,2.8353920546280006e-4
Services aux entreprises,A_l,Éducation-santé,1,0.003988119348438234
Services aux entreprises,A_l,Autres services,1,0.01544902210580252
Services aux entreprises,A_l,Industrie de transformation,2,-1.0942622089318476e-4
Services aux entreprises,A_l,Finances et assurances,2,-6.737497927409409e-4
Services aux entreprises,A_l,Hébergement-restauration,2,-2.641629501683236e-4
Services aux entreprises,A_l,Pêche,2,7.501621795857472e-5
Services aux entreprises,A_l,Industrie d'extraction,2,4.834586838976484e-6
Services aux entreprises,A_l,Construction,2,-2.4343372177114398e-4
Services aux entreprises,A_l,Information-communication,2,7.367816250279754e-5
Services aux entreprises,A_l,Immobilier,2,-3.9760897174229403e-4
Services aux entreprises,A_l,Agriculture,2,-7.024880362453898e-5
Services aux entreprises,A_l,Commerce,2,-1.591340147442655e-4
Services aux entreprises,A_l,Transports,2,-9.870164088565737e-5
Services aux entreprises,A_l,"Électricité, gaz, eau",2,3.152460739150476e-5
Services aux entreprises,A_l,Services aux entreprises,2,-3.2524634015062507e-4
Services aux entreprises,A_l,Administration publique,2,-2.2617383254912123e-4
Services aux entreprises,A_l,Éducation-santé,2,-5.81542916277226e-4
Services aux entreprises,A_l,Autres services,2,-0.001596736729636519
Services aux entreprises,A_l,Industrie de transformation,3,1.3227319605916874e-5
Services aux entreprises,A_l,Finances et assurances,3,-1.1946050419831054e-4
Services aux entreprises,A_l,Hébergement-restauration,3,-5.945714909645871e-6
Services aux entreprises,A_l,Pêche,3,-1.9351942440052703e-5
Services aux entreprises,A_l,Industrie d'extraction,3,-8.906589015330582e-6
Services aux entreprises,A_l,Construction,3,-2.976687080054192e-4
Services aux entreprises,A_l,Information-communication,3,4.299866541262264e-5
Services aux entreprises,A_l,Immobilier,3,-7.643513258356993e-5
Services aux entreprises,A_l,Agriculture,3,-8.959585372884334e-6
Services aux entreprises,A_l,Commerce,3,-5.202907712471311e-5
Services aux entreprises,A_l,Transports,3,2.6653522238753074e-5
Services aux entreprises,A_l,"Électricité, gaz, eau",3,1.1001720308444445e-5
Services aux entreprises,A_l,Services aux entreprises,3,-4.6427726480217896e-5
Services aux entreprises,A_l,Administration publique,3,-1.363022950696562e-4
Services aux entreprises,A_l,Éducation-santé,3,-1.4052697925381858e-4
Services aux entreprises,A_l,Autres services,3,-3.4104697612075336e-4
Services aux entreprises,A_l,Industrie de transformation,4,-7.238648951774355e-5
Services aux entreprises,A_l,Finances et assurances,4,8.86904912036675e-5
Services aux entreprises,A_l,Hébergement-restauration,4,-1.5529984783890224e-5
Services aux entreprises,A_l,Pêche,4,5.099306580912013e-8
Services aux entreprises,A_l,Industrie d'extraction,4,1.892562570967779e-5
Services aux entreprises,A_l,Construction,4,-1.5048411278670065e-4
Services aux entreprises,A_l,Information-communication,4,-2.0228196050932325e-5
Services aux entreprises,A_l,Immobilier,4,-1.8065927979354296e-5
Services aux entreprises,A_l,Agriculture,4,3.557483320161065e-6
Services aux entreprises,A_l,Commerce,4,-8.632385637020226e-5
Services aux entreprises,A_l,Transports,4,-9.101299084022213e-5
Services aux entreprises,A_l,"Électricité, gaz, eau",4,-1.540444259793749e-5
Services aux entreprises,A_l,Services aux entreprises,4,-1.0345330644425547e-4
Services aux entreprises,A_l,Administration publique,4,-5.7529445814755796e-5
Services aux entreprises,A_l,Éducation-santé,4,-8.423452039034261e-5
Services aux entreprises,A_l,Autres services,4,-1.8738262651020888e-4
Services aux entreprises,A_l,Industrie de transformation,5,1.4855264333603697e-5
Services aux entreprises,A_l,Finances et assurances,5,-1.1292571862888633e-4
Services aux entreprises,A_l,Hébergement-restauration,5,1.1316988258121587e-6
Services aux entreprises,A_l,Pêche,5,-1.1002437383630495e-5
Services aux entreprises,A_l,Industrie d'extraction,5,-1.323906336199928e-5
Services aux entreprises,A_l,Construction,5,8.111393377344311e-5
Services aux entreprises,A_l,Information-communication,5,-2.5047805261322464e-6
Services aux entreprises,A_l,Immobilier,5,-4.402593536735643e-5
Services aux entreprises,A_l,Agriculture,5,1.5916649384341217e-5
Services aux entreprises,A_l,Commerce,5,2.468240606313501e-5
Services aux entreprises,A_l,Transports,5,-6.8135758899722985e-6
Services aux entreprises,A_l,"Électricité, gaz, eau",5,-5.722235277134904e-5
Services aux entreprises,A_l,Services aux entreprises,5,-6.234855499744731e-6
Services aux entreprises,A_l,Administration publique,5,-1.1355281792713713e-4
Services aux entreprises,A_l,Éducation-santé,5,-1.2855184520879263e-5
Services aux entreprises,A_l,Autres services,5,-2.158681669025628e-4
Administration publique,constante,NA,0,0.01111919944513662
Administration publique,A_l,Industrie de transformation,1,-8.463459380087332e-6
Administration publique,A_l,Finances et assurances,1,3.2734964505662644e-4
Administration publique,A_l,Hébergement-restauration,1,-1.9980544664638456e-5
Administration publique,A_l,Pêche,1,5.153223451685773e-5
Administration publique,A_l,Industrie d'extraction,1,-2.1712741434096706e-6
Administration publique,A_l,Construction,1,-1.4231640894608264e-4
Administration publique,A_l,Information-communication,1,7.768101627250917e-7
Administration publique,A_l,Immobilier,1,-4.781848548767878e-5
Administration publique,A_l,Agriculture,1,2.1438969586131647e-6
Administration publique,A_l,Commerce,1,1.8379028100785433e-6
Administration publique,A_l,Transports,1,-1.9570813221645362e-5
Administration publique,A_l,"Électricité, gaz, eau",1,1.676333505876747e-5
Administration publique,A_l,Services aux entreprises,1,2.3428607278055086e-5
Administration publique,A_l,Administration publique,1,6.603964387234409e-4
Administration publique,A_l,Éducation-santé,1,-1.7503574606073976e-5
Administration publique,A_l,Autres services,1,-1.9084427817739672e-4
Administration publique,A_l,Industrie de transformation,2,6.8411383193939205e-6
Administration publique,A_l,Finances et assurances,2,3.859965179744076e-5
Administration publique,A_l,Hébergement-restauration,2,-6.819364754533539e-6
Administration publique,A_l,Pêche,2,3.734096324470214e-6
Administration publique,A_l,Industrie d'extraction,2,-6.839532463090702e-8
Administration publique,A_l,Construction,2,-1.7376336622464947e-7
Administration publique,A_l,Information-communication,2,1.2622641388314518e-4
Administration publique,A_l,Immobilier,2,1.509915810914506e-4
Administration publique,A_l,Agriculture,2,-1.4509373155984366e-5
Administration publique,A_l,Commerce,2,3.18939670985607e-5
Administration publique,A_l,Transports,2,-1.3192684114721278e-6
Administration publique,A_l,"Électricité, gaz, eau",2,-1.4820762888108355e-5
Administration publique,A_l,Services aux entreprises,2,7.936617368639907e-6
Administration publique,A_l,Administration publique,2,2.6411213775828723e-5
Administration publique,A_l,Éducation-santé,2,1.5259443907252688e-4
Administration publique,A_l,Autres services,2,-4.725266237463011e-5
Administration publique,A_l,Industrie de transformation,3,2.4295661806369943e-6
Administration publique,A_l,Finances et assurances,3,-1.932048726957747e-5
Administration publique,A_l,Hébergement-restauration,3,-1.2537503922916201e-6
Administration publique,A_l,Pêche,3,-3.2332552456728074e-6
Administration publique,A_l,Industrie d'extraction,3,-2.29275148291418e-8
Administration publique,A_l,Construction,3,1.5919612238120588e-6
Administration publique,A_l,Information-communication,3,2.4737432127258473e-5
Administration publique,A_l,Immobilier,3,4.714894303809106e-5
Administration publique,A_l,Agriculture,3,-4.683389343990611e-6
Administration publique,A_l,Commerce,3,7.3822557102769324e-6
Administration publique,A_l,Transports,3,-4.5040951039323075e-8
Administration publique,A_l,"Électricité, gaz, eau",3,3.5862316974672706e-6
Administration publique,A_l,Services aux entreprises,3,-5.122939128402759e-6
Administration publique,A_l,Administration publique,3,1.243106866458479e-5
Administration publique,A_l,Éducation-santé,3,-9.307884804770115e-6
Administration publique,A_l,Autres services,3,-1.837224222230511e-5
Administration publique,A_l,Industrie de transformation,4,5.668951918808652e-6
Administration publique,A_l,Finances et assurances,4,8.280685130607362e-6
Administration publique,A_l,Hébergement-restauration,4,2.8192059559808325e-7
Administration publique,A_l,Pêche,4,-4.723786782041369e-6
Administration publique,A_l,Industrie d'extraction,4,-1.7126461277383214e-7
Administration publique,A_l,Construction,4,-2.9712797839923163e-6
Administration publique,A_l,Information-communication,4,-1.758213365230362e-5
Administration publique,A_l,Immobilier,4,-6.7813090119932405e-6
Administration publique,A_l,Agriculture,4,5.473454442551273e-7
Administration publique,A_l,Commerce,4,7.042520096616567e-6
Administration publique,A_l,Transports,4,-2.911320303438897e-7
Administration publique,A_l,"Électricité, gaz, eau",4,2.0236280615662123e-6
Administration publique,A_l,Services aux entreprises,4,-8.147348567934202e-7
Administration publique,A_l,Administration publique,4,-3.4412913591679294e-6
Administration publique,A_l,Éducation-santé,4,-2.0407289372541896e-5
Administration publique,A_l,Autres services,4,-9.73256849121517e-6
Administration publique,A_l,Industrie de transformation,5,3.6511368292533176e-6
Administration publique,A_l,Finances et assurances,5,2.2177476365003004e-5
Administration publique,A_l,Hébergement-restauration,5,7.467379733291373e-9
Administration publique,A_l,Pêche,5,-3.401606017398479e-7
Administration publique,A_l,Industrie d'extraction,5,9.403316632273481e-7
Administration publique,A_l,Construction,5,-1.77486763332968e-6
Administration publique,A_l,Information-communication,5,-4.6646656340597404e-6
Administration publique,A_l,Immobilier,5,-9.391389369255258e-6
Administration publique,A_l,Agriculture,5,-2.0557398251474385e-8
Administration publique,A_l,Commerce,5,-6.51611148420098e-6
Administration publique,A_l,Transports,5,-7.844114966264143e-7
Administration publique,A_l,"Électricité, gaz, eau",5,3.946058869980502e-6
Administration publique,A_l,Services aux entreprises,5,-6.986984373947149e-7
Administration publique,A_l,Administration publique,5,-5.673021884765883e-6
Administration publique,A_l,Éducation-santé,5,3.7412735864240816e-6
Administration publique,A_l,Autres services,5,-2.143829332099993e-6
Éducation-santé,constante,NA,0,0.006304013255792641
Éducation-santé,A_l,Industrie de transformation,1,4.735995490594522e-6
Éducation-santé,A_l,Finances et assurances,1,-2.6622280806516918e-5
Éducation-santé,A_l,Hébergement-restauration,1,1.655898613985303e-5
Éducation-santé,A_l,Pêche,1,3.341136594495979e-6
Éducation-santé,A_l,Industrie d'extraction,1,6.683651840920853e-6
Éducation-santé,A_l,Construction,1,1.2442392576444083e-4
Éducation-santé,A_l,Information-communication,1,1.3226651551667218e-4
Éducation-santé,A_l,Immobilier,1,4.290098611622378e-4
Éducation-santé,A_l,Agriculture,1,-5.611836328442771e-6
Éducation-santé,A_l,Commerce,1,9.643254703703331e-5
Éducation-santé,A_l,Transports,1,3.0959001582573414e-5
Éducation-santé,A_l,"Électricité, gaz, eau",1,8.090352480732704e-5
Éducation-santé,A_l,Services aux entreprises,1,4.438584411849483e-5
Éducation-santé,A_l,Administration publique,1,-5.290980360306457e-6
Éducation-santé,A_l,Éducation-santé,1,0.0016658022696357053
Éducation-santé,A_l,Autres services,1,4.6493288711185884e-4
Éducation-santé,A_l,Industrie de transformation,2,-4.630315656566181e-6
Éducation-santé,A_l,Finances et assurances,2,-3.091564169149036e-5
Éducation-santé,A_l,Hébergement-restauration,2,3.4023754337610912e-6
Éducation-santé,A_l,Pêche,2,3.053016537050408e-8
Éducation-santé,A_l,Industrie d'extraction,2,-8.576937218801636e-6
Éducation-santé,A_l,Construction,2,1.3709776656285423e-5
Éducation-santé,A_l,Information-communication,2,1.6378920936189814e-5
Éducation-santé,A_l,Immobilier,2,1.2248805405297046e-4
Éducation-santé,A_l,Agriculture,2,-5.355735262729704e-6
Éducation-santé,A_l,Commerce,2,1.3395637686153478e-5
Éducation-santé,A_l,Transports,2,4.682017125041072e-6
Éducation-santé,A_l,"Électricité, gaz, eau",2,-2.47466842201625e-5
Éducation-santé,A_l,Services aux entreprises,2,-7.439652715853227e-6
Éducation-santé,A_l,Administration publique,2,5.089993430826716e-5
Éducation-santé,A_l,Éducation-santé,2,3.732095356051897e-4
Éducation-santé,A_l,Autres services,2,6.0417161444930505e-5
Éducation-santé,A_l,Industrie de transformation,3,-4.134156757656902e-8
Éducation-santé,A_l,Finances et assurances,3,3.5210544384211155e-5
Éducation-santé,A_l,Hébergement-restauration,3,-3.6817137876950176e-6
Éducation-santé,A_l,Pêche,3,-1.82221432844614e-6
Éducation-santé,A_l,Industrie d'extraction,3,6.808303448915375e-7
Éducation-santé,A_l,Construction,3,-1.7406125279719815e-5
Éducation-santé,A_l,Information-communication,3,1.200887579672148e-6
Éducation-santé,A_l,Immobilier,3,2.2539824568527504e-5
Éducation-santé,A_l,Agriculture,3,-4.1898356773544073e-7
Éducation-santé,A_l,Commerce,3,7.112148273982382e-7
Éducation-santé,A_l,Transports,3,-5.252576150464167e-6
Éducation-santé,A_l,"Électricité, gaz, eau",3,-3.3364402029258103e-6
Éducation-santé,A_l,Services aux entreprises,3,-9.042626640458208e-6
Éducation-santé,A_l,Administration publique,3,3.749806050509627e-5
Éducation-santé,A_l,Éducation-santé,3,1.0648031754500013e-4
Éducation-santé,A_l,Autres services,3,4.304105694858168e-6
Éducation-santé,A_l,Industrie de transformation,4,2.186165839757625e-6
Éducation-santé,A_l,Finances et assurances,4,2.3373688006820706e-5
Éducation-santé,A_l,Hébergement-restauration,4,-6.117157900062904e-7
Éducation-santé,A_l,Pêche,4,4.779806927716252e-6
Éducation-santé,A_l,Industrie d'extraction,4,1.2192235032352894e-6
Éducation-santé,A_l,Construction,4,8.1579332493322e-6
Éducation-santé,A_l,Information-communication,4,-2.4894736287681785e-6
Éducation-santé,A_l,Immobilier,4,4.0223794499473004e-5
Éducation-santé,A_l,Agriculture,4,3.90307829072407e-6
Éducation-santé,A_l,Commerce,4,1.455287035429476e-5
Éducation-santé,A_l,Transports,4,-1.7997471960171983e-7
Éducation-santé,A_l,"Électricité, gaz, eau",4,4.2050869342742227e-7
Éducation-santé,A_l,Services aux entreprises,4,-2.9834734982034994e-6
Éducation-santé,A_l,Administration publique,4,5.4360787575863786e-5
Éducation-santé,A_l,Éducation-santé,4,-3.203641378285027e-5
Éducation-santé,A_l,Autres services,4,-1.4120718044885127e-5
Éducation-santé,A_l,Industrie de transformation,5,1.0672832483098581e-6
Éducation-santé,A_l,Finances et assurances,5,-2.366096807745551e-7
Éducation-santé,A_l,Hébergement-restauration,5,-2.27127237103329e-7
Éducation-santé,A_l,Pêche,5,-1.6143502169034978e-6
Éducation-santé,A_l,Industrie d'extraction,5,6.651341081855253e-7
Éducation-santé,A_l,Construction,5,6.1681397780130955e-6
Éducation-santé,A_l,Information-communication,5,2.7077609153008817e-6
Éducation-santé,A_l,Immobilier,5,2.097945899297445e-5
Éducation-santé,A_l,Agriculture,5,4.311399275850233e-8
Éducation-santé,A_l,Commerce,5,5.930905944585019e-6
Éducation-santé,A_l,Transports,5,4.3613507545699705e-7
Éducation-santé,A_l,"Électricité, gaz, eau",5,-3.229115952741902e-6
Éducation-santé,A_l,Services aux entreprises,5,-5.684105282482296e-7
Éducation-santé,A_l,Administration publique,5,2.6921237011110016e-5
Éducation-santé,A_l,Éducation-santé,5,-3.618551988313434e-6
Éducation-santé,A_l,Autres services,5,-7.292108666055345e-7
Autres services,constante,NA,0,-0.0021664026330858246
Autres services,A_l,Industrie de transformation,1,5.280253181989296e-4
Autres services,A_l,Finances et assurances,1,6.508921714572089e-4
Autres services,A_l,Hébergement-restauration,1,5.050653165966932e-4
Autres services,A_l,Pêche,1,-6.685170788373417e-5
Autres services,A_l,Industrie d'extraction,1,2.424052886170358e-5
Autres services,A_l,Construction,1,0.0022551339377331657
Autres services,A_l,Information-communication,1,1.420997715955711e-4
Autres services,A_l,Immobilier,1,0.001973300503071149
Autres services,A_l,Agriculture,1,8.243635734962269e-5
Autres services,A_l,Commerce,1,0.0012390526483611539
Autres services,A_l,Transports,1,9.305350028008245e-4
Autres services,A_l,"Électricité, gaz, eau",1,2.472052841919563e-4
Autres services,A_l,Services aux entreprises,1,0.0013598199344212563
Autres services,A_l,Administration publique,1,-3.6167568507311596e-4
Autres services,A_l,Éducation-santé,1,0.002740887667784548
Autres services,A_l,Autres services,1,0.007318307824407185
Autres services,A_l,Industrie de transformation,2,3.758362279493769e-4
Autres services,A_l,Finances et assurances,2,-2.7587681113502413e-5
Autres services,A_l,Hébergement-restauration,2,8.401699349459816e-5
Autres services,A_l,Pêche,2,2.012261121931337e-5
Autres services,A_l,Industrie d'extraction,2,-1.0137282042641291e-5
Autres services,A_l,Construction,2,9.849868861733507e-5
Autres services,A_l,Information-communication,2,-1.3681591204878849e-6
Autres services,A_l,Immobilier,2,3.536584357540994e-4
Autres services,A_l,Agriculture,2,9.762847048985006e-6
Autres services,A_l,Commerce,2,4.0601043393111754e-4
Autres services,A_l,Transports,2,1.8934582053860868e-4
Autres services,A_l,"Électricité, gaz, eau",2,1.4008893871336427e-4
Autres services,A_l,Services aux entreprises,2,3.958955295597926e-4
Autres services,A_l,Administration publique,2,-1.329961445385327e-4
Autres services,A_l,Éducation-santé,2,5.129284010740525e-4
Autres services,A_l,Autres services,2,0.0010276303931029236
Autres services,A_l,Industrie de transformation,3,-1.8386517628931598e-4
Autres services,A_l,Finances et assurances,3,1.2122548676638696e-5
Autres services,A_l,Hébergement-restauration,3,-6.606159694905493e-5
Autres services,A_l,Pêche,3,-4.5597836356659297e-7
Autres services,A_l,Industrie d'extraction,3,1.0217531245403165e-5
Autres services,A_l,Construction,3,-3.079329074023197e-4
Autres services,A_l,Information-communication,3,6.461395494324168e-6
Autres services,A_l,Immobilier,3,7.279246062318467e-5
Autres services,A_l,Agriculture,3,5.949720321033822e-6
Autres services,A_l,Commerce,3,-2.1744153370028226e-4
Autres services,A_l,Transports,3,-1.403393536905055e-4
Autres services,A_l,"Électricité, gaz, eau",3,-5.146526718972607e-5
Autres services,A_l,Services aux entreprises,3,-2.1621359757750445e-4
Autres services,A_l,Administration publique,3,-8.87739979635421e-5
Autres services,A_l,Éducation-santé,3,1.3259680016235469e-4
Autres services,A_l,Autres services,3,1.0157289810901117e-4
Autres services,A_l,Industrie de transformation,4,-1.3598490959194026e-6
Autres services,A_l,Finances et assurances,4,-1.0291206790375497e-4
Autres services,A_l,Hébergement-restauration,4,-1.4623073601862471e-5
Autres services,A_l,Pêche,4,-2.2528807507718223e-6
Autres services,A_l,Industrie d'extraction,4,-4.909900984279296e-6
Autres services,A_l,Construction,4,4.857514267985846e-7
Autres services,A_l,Information-communication,4,2.2926397504755468e-5
Autres services,A_l,Immobilier,4,-2.8610573221814794e-5
Autres services,A_l,Agriculture,4,7.840653552775833e-6
Autres services,A_l,Commerce,4,4.629932754105739e-6
Autres services,A_l,Transports,4,-1.5951031507437078e-5
Autres services,A_l,"Électricité, gaz, eau",4,-4.3439822567119645e-5
Autres services,A_l,Services aux entreprises,4,-4.3333372680215586e-5
Autres services,A_l,Administration publique,4,-1.0231676592774794e-4
Autres services,A_l,Éducation-santé,4,2.6695754893201214e-5
Autres services,A_l,Autres services,4,-3.249342773432761e-4
Autres services,A_l,Industrie de transformation,5,-5.477523703392538e-6
Autres services,A_l,Finances et assurances,5,-8.470662240353262e-6
Autres services,A_l,Hébergement-restauration,5,-5.34469230721362e-7
Autres services,A_l,Pêche,5,-4.479677610622682e-6
Autres services,A_l,Industrie d'extraction,5,2.269497393073944e-6
Autres services,A_l,Construction,5,5.1684252113473193e-5
Autres services,A_l,Information-communication,5,9.434689025763593e-6
Autres services,A_l,Immobilier,5,-8.180699792034736e-6
Autres services,A_l,Agriculture,5,1.9858940893162723e-6
Autres services,A_l,Commerce,5,-1.228264559668517e-5
Autres services,A_l,Transports,5,-5.568358761898195e-6
Autres services,A_l,"Électricité, gaz, eau",5,-2.3996207254535625e-5
Autres services,A_l,Services aux entreprises,5,-1.0244304147615925e-5
Autres services,A_l,Administration publique,5,-3.353151211909403e-5
Autres services,A_l,Éducation-santé,5,-2.1581584139059886e-5
Autres services,A_l,Autres services,5,-5.2606518231083024e-5
