indicateur,beta0,beta1,p_value,R2,R2_ajuste,AIC,n_obs
IPM — Industries extractives,0.00890304695288839,0.12134949437302817,0.05149644717485117,0.19465879730858593,0.14991761938128512,-83.39374759626972,20
