,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0
Wagons complets ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 27 566, 24 815, 27 299, 26 911, 27 076, 28 559, 28 292, 27 948, 26 908, 27 206, 29 754, 30 401, 32 715, 34 914, 34 852, 35 858, 31 623, 25 000, 35 595, 37 041,36 881,36 171,34 584,31 721,,,,,,,,,,,,
Transport en service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,684,838,415,253,259,178,179,221,287,191,151,186,293,655,230,80,122,74,112,64,115,140,36,,,,,,,,,,,,
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 28 360, 25 504, 28 142, 27 326, 27 329, 28 818, 28 470, 28 127, 27 129, 27 493, 29 945, 30 552, 32 901, 35 207, 35 507, 36 088, 31 703, 25 122, 35 669, 37 153,36 945,36 286,34 724,31 757,,,,,,,,,,,,
